sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
4024,[13],"Specifically, one executive suggests paying for the rides of Latinos to get them to the polls — if they vote for Clinton, that is.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or situation without specifying duration, completion, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'one executive suggests paying for the rides of Latinos to get them to the polls' expresses a simple fact without indicating completion, ongoingness, or perfection of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact ('one executive suggests paying for the rides of Latinos'). It also uses the progressive aspect to express an ongoing or incomplete action ('if they vote for Clinton').""
}","['simple', 'progressive']",0
4037,[13],"How inconvenient that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate of the most prolific serial predator of youth and seminarians in the history of the American Church.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the relationship between Cardinal Kevin Farrell and the former roommate, without indicating if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoingness, or progressiveness of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past without any reference to completion, ongoingness, or duration.""
}",['simple'],1
4041,[13  8  8  8],"How inconvenient that the homosexual network of clergy and prelates were blasted as predators and coverup enablers in the Pennsylvania Grand Jury Report, while the Instrumentum Laboris argues that:",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact with no indication of completion, ongoingness, or duration.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1
4169,[13],This emphasis is repeated so often one might almost think there is a concern in Rome that the “fruitful” post-conciliar monastic life is in danger of fizzling out… for… some reason…,Aspect,['simple'],['simple'],['simple'],['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before the verb 'repeated' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'in danger' indicates an ongoing or incomplete action, suggesting that the concern in Rome is currently existing and continuing.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' indicates an ongoing or incomplete action, suggesting that the emphasis is currently being repeated.""
}",['progressive'],1
4205,[13],"While the 69-year-old Jewish man (wearing a kippah on his head) was coming out of the synagogue, heading for a bakery near 17 rue Pelleport in Paris 20 th, he was attacked by a 19-year-old man, of North African descent, who hit him on the body and on the head, knocked down, pulled by the hair and beaten while shouting ""Allah Akbar"".",Aspect,"['progressive', 'simple']",['simple'],['simple'],['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of past continuous tense 'was coming', 'was attacked', 'was heading', and 'was shouting' indicates ongoing or incomplete actions in the past.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of past continuous tense ('was coming', 'was attacked', 'hit him', 'was shouting') indicates an ongoing or incomplete action in the past, making use of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of past continuous tense 'was coming', 'was attacked', 'hit', 'knocked down', 'pulled', 'beaten' indicates an ongoing or incomplete action in the past.""
}",['progressive'],1
4206,[13],"A Muslim terrorist stabbed four people at a train station near Munich while screaming, “Allahu Akbar”.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence describes a simple fact - the stabbing incident. Additionally, the use of 'screaming' indicates an ongoing action, qualifying it as progressive.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past event without specifying the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple and straightforward fact without indicating a completed or ongoing action.""
}",['simple'],0
4236,[13  1],They then threatened to hang my 3-year-old and 1-year-old and kidnap my 14-year-old.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoingness, or repeated action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about the threatening action without specifying the completion or ongoing nature of the action.""
}",['simple'],1
4263,[ 9 14  9],"With the leftist media entirely focused on the push to ban AR-15s and repeal the Second Amendment, practically no one noticed Louis Farrakhan's Saviours’ Day 2018 Address in which he told an approving audience that ""powerful Jews are my enemy,"" and ""white folks are going down,"" according to The Washington Examiner.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The passage contains simple aspect used to express simple facts ('practically no one noticed'), and progressive aspect used to express an ongoing or habitual action ('push to ban AR-15s and repeal the Second Amendment').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the content of Louis Farrakhan's address without any indication of completed or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact. It is a statement about what Louis Farrakhan said and does not denote a specific completed action, ongoing action, or a combination of both.""
}",['simple'],0
4267,[14],“If someone can get me this young man’s information I’ll get him a new #maga hat… SIGNED by #potus!!,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect such as completion or ongoingness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without specifying the timing of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or perfect aspect.""
}",['simple'],1
4270,[14],Long live the Fifth Estate!”,Aspect,['simple'],['simple'],['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect, expressing a simple fact or statement without any indication of completed or ongoing action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is an exclamation expressing a sentiment rather than indicating an action with a specific aspect.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Long live the Fifth Estate!' is a simple expression without any specific reference to the timing or duration of an action.""
}",['simple'],1
4278,[14],"In the months leading up to the vote, there had been other anti-Semitic incidents, including a tweet by Igor Sadikov, an elected representative of students in McGill’s faculty of arts, saying: “punch a zionist.”",Aspect,"['simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had been' indicates a completed action in the past, which aligns with the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'had been' and 'including' indicates that the action was ongoing up to a certain point in the past, suggesting the use of perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had been' indicates a completed action prior to another past action, signaling the perfect aspect.""
}",['perfect'],0
4283,[ 1 14],"With mass immigration, especially from Africa, ""our worst nightmares can come true.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact about a potential outcome without any specific indication of completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the potential consequences of mass immigration.""
}",['simple'],1
4287,[ 8  9 14],"If you don’t like President Trump and can’t understand how anyone could, look no further than the past week for an excellent example of what on Earth could’ve made a man promising to Drain the Swamp so popular.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'President Trump is popular' expresses a simple fact and does not imply completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion (perfect), ongoing action (progressive), or completion of an ongoing action (perfect progressive).""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact, stating an opinion without any specific action or time frame.""
}",['simple'],1
4292,[14],"The leaders of the Islamic Republic of Iran order their people to chant “Death to America” in mosques every Friday, and repeatedly vow that they will ultimately destroy the United States of America and the state of Israel.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact about the leaders of the Islamic Republic of Iran and their orders to chant 'Death to America' in mosques every Friday.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text uses the simple aspect to express a simple fact or statement about the leaders of the Islamic Republic of Iran and their actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact about the actions of the leaders of the Islamic Republic of Iran without indicating completion, ongoing nature, or progressive aspect.""
}",['simple'],1
4296,[14],"J Street ""Kapos"" May Un-Endorse Dem Rep Over ""Jewish Question""",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The headline expresses a simple fact without indicating completion, ongoingness, or habitualness of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The headline expresses a simple fact, using the simple aspect to convey the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The headline uses the simple aspect to express a simple fact or statement about a potential endorsement decision.""
}",['simple'],1
4302,[13 14],A Texas mother’s teenage son was allegedly attacked at a Whataburger for wearing a MAGA (Make America Great Again) hat.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact - the alleged attack on the mother's son for wearing a MAGA hat.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an alleged attack on a teenager for wearing a MAGA hat.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was allegedly attacked' indicates an ongoing or incomplete action at a specific point in the past.""
}",['progressive'],0
4306,[14],"Under that was a tweet from Jon Ralston of Ralston Reports in Nevada saying, among other things, that “Trump is dead” because of Latino turnout in early voting in the state.",Aspect,['simple'],['simple'],['simple'],['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Trump is dead' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Trump is dead' expresses a simple fact without specifying the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Trump is dead' expresses a simple fact, indicating a state of being rather than a completed or ongoing action.""
}",['simple'],1
4307,[14 14],The third page of the email begins with another headline and image of a Latina woman in a red Make America Great Again hat and “Latinos for Trump” sign.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact about the content of the email without indicating any particular aspect of completion, ongoingness, or repetition.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'begins' indicates an ongoing or incomplete action, suggesting the start of the headline and image on the third page.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'begins' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],0
4315,[ 9 14],"Bishop Morlino does this in a moment when he is under heavy attack as a “hater” for defending the Church’s teaching on marriage—an attack, by the way, which prompted us here at The Remnant to join the fight to DEFEND BISHOP MORLINO last year.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Bishop Morlino's action without indicating any specific timing or completion.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'under heavy attack' indicates an ongoing action or state, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'under heavy attack' indicates an ongoing or incomplete action, suggesting a continuous state of being under attack.""
}",['progressive'],0
4318,[14],Kill the Messenger,Aspect,['simple'],['simple'],['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Kill the Messenger' is a simple statement without any indication of completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Kill the Messenger' expresses a simple fact without indicating any specific time frame or completion of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text contains a simple command, expressing a simple fact without indicating any particular aspect of the action.""
}",['simple'],1
4320,[14],"Among the signs held by protesters in Chile last week were those reading, “Ni zurdos, ni tontos,” (Neither lefties nor stupid).",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or duration.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about the signs held by the protesters in Chile.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the signs held by the protesters in Chile without indicating completion, ongoing action, or perfective aspect.""
}",['simple'],1
4329,[14],"Representatives work for us, we do not work for them.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact and does not involve any ongoing, completed, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact and does not imply any completion, ongoing action, or perfect progressive aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific time frame or completion of the action.""
}",['simple'],1
4334,[14],"Such circular “reasoning” would be amusing if it were not so emblematic of what one writer called “Kavanaugh Derangement Syndrome.""",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact, describing a situation without emphasizing its completion or progression.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoing action, or end of an action.""
}",['simple'],1
4349,[14],The Last-Minute Character Assassination of Judge Kavanaugh,Aspect,,,,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The title expresses a simple fact without any indication of a completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the character assassination of Judge Kavanaugh without indicating completeness, ongoingness, or habitualness.""
}",['simple'],1
4353,[ 7 14],"""For us, Hungary is first.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without emphasizing the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the speaker's priority."" 
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completed or ongoing actions.""
}",['simple'],1
4359,[14],"JP: It could but I don’t believe it would be, because power respects power.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact or statement without indicating any specific aspect of completion, ongoingness, or duration.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'It could but I don’t believe it would be' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoingness, or habitual action.""
}",['simple'],1
4366,[15],The authorities allowed him to commit the crime.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or perfect progression.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the authorities allowing him to commit the crime.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""]
  ,
  ""Explanation"": ""The sentence expresses a simple fact and refers to a completed action.""
}","['simple', 'perfect']",0
4367,[15],They want to preserve the FBI’s reputation.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing or completed action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoingness, or habitual action.""
}",['simple'],1
4368,[15],They don’t care to see Trump vindicated.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a lack of concern.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or habitual behavior.""
}",['simple'],1
4370,[15],The media is very interested in racism.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing or completed action.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact about the media's interest in racism.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'The media is very interested in racism' expresses a simple fact.""
}",['simple'],1
4371,[15],The media is happy to talk about anti-Semitism.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or any specific timeframe.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the media's willingness to discuss anti-Semitism.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'The media is happy to talk about anti-Semitism.' uses the simple aspect in expressing a simple fact.""
}",['simple'],1
4372,[15],Here’s my translation:,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The translated text expresses a simple fact without indicating completion, ongoingness, or any other aspectual nuance.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The translation expresses a simple fact without indicating the ongoing or completed nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The translation expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1
4373,[15],"He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way, as Cardinal Müller told Edward Pentin in a Sept. 28 interview published in the National Catholic Register.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the mention of the Holy Father's letter and the failure to take into account the Argentine bishops' statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about what the individual mentioned, without indicating any specific aspect of completion, ongoingness, or habitual action.""
}",['simple'],1
4375,[ 9 15],"Under an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR), Wilson was accused of exporting weapons without a license, just as if he’d shipped his plastic gun to Mexico rather than put a digital version of it on the internet.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or perfectivity.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of the phrase 'had shipped' indicates a completed action, which aligns with the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had shipped' indicates a completed action, which aligns with the perfect aspect.""
}",['perfect'],0
4378,[16],"The Sun is getting cooler and dimmer, but scientists aren’t worried",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is getting' indicates an ongoing or continuous change in the Sun's temperature and brightness, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is getting' indicates an ongoing or continuous change in state, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of the verb 'is getting' indicates an ongoing or progressive action, suggesting that the Sun's cooling and dimming are ongoing or in progress.""
}",['progressive'],1
4379,[16],"It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [
    ""simple"",
    ""perfect""
  ],
  ""Explanation"": ""The use of 'had plausibly told' indicates a completed action ('perfect'), and the verb 'were' indicates a simple fact ('simple').""
}","['simple', 'perfect']","{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The use of 'had plausibly told' indicates that the action of telling is completed, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had told' indicates a completed action in the past, expressing the idea that someone had already told the speaker about fairies and magical kingdoms.""
}",['perfect'],0
4384,[16],The world is so much bigger than Farrakhan and the Jewish question and his position on that and so forth.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the world being bigger than a specific topic.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the world being bigger than Farrakhan and the Jewish question.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or perfect completion.""
}",['simple'],1
4386,[16],The burst of sweetness and light coming from Pyongyang just sounds too good to be true.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or observation without indicating any completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without specifying any particular aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact that 'The burst of sweetness and light coming from Pyongyang' 'sounds too good to be true.' There are no indications of completed, ongoing, or habitual actions.""
}",['simple'],1
4392,[16],"“No evidence…” Lie big, lie often, and when caught, keep lying.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple, general fact without reference to a specific time frame or aspect of completion. It does not indicate ongoing or completed action, or an ongoing or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to state a simple fact (lies are told) and the progressive aspect to describe an ongoing or habitual action (keep lying).""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without any indication of completion, ongoingness, or continuation of action.""
}",['simple'],0
4395,[16],"The problem is in making a lobby of this tendency: a lobby of misers, a lobby of politicians, a lobby of masons, so many lobbies.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about the formation of different types of lobbies.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the problem of making a lobby of a certain tendency.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the problem without indicating completion, ongoingness, or culmination of the action.""
}",['simple'],1
4400,[ 6 16],The world is so much bigger than Farrakhan and the Jewish question and his position on that and so forth.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the world being bigger than Farrakhan and the Jewish question.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the size of the world, using the simple aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1
4401,[ 8 16  8],"Given the fallen human condition, such injustices are bound to occur in any judicial system, and everyone agrees that they should be ruthlessly remedied.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the inevitability of injustices in any judicial system and the consensus that they should be remedied.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the fallen human condition and the inevitability of injustices in any judicial system.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact about the fallen human condition and also describes the ongoing or habitual nature of injustices occurring in any judicial system.""
}","['simple', 'progressive']",0
4405,[16],So interesting!,Aspect,,,,,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is not a complete sentence or action.""
}",[],"{
  ""Properties"": []
}

 ",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is not a statement about a specific action or event.""
}",[],0
4408,[ 1 16],"This is more of the same old, same old going on, and it looks like it’s about to get a lot worse.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is going' indicates an ongoing or habitual action, qualifying it as progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is going on' indicates an ongoing or habitual action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of the present progressive 'going on' indicates an ongoing or incomplete action.""
}",['progressive'],1
4417,[16],The time for “prudence” is long past.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact, indicating that the time for prudence has already passed.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past, indicating that the time for 'prudence' is no longer applicable.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact, indicating that the time for prudence is long past.""
}",['simple'],1
