sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency_y,gpt3.5_majority
3374,[4 9],"For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the writer's opinion on Faggioli's views on Bergoglio's resignation and the handling of homosexual prelates.""
}",['simple'],"{
	""Properties"": [""simple""],
	""Explanation"": ""The sentence expresses a simple fact about Faggioli's opinion and does not indicate completion, ongoing action, or a combination of completion and ongoing action.""
}",['simple'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'have systematically enabled' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],FALSE,
3428,[9],One leaked official memo says: “Assange is going to make a nice bride in prison.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is going to make' indicates an ongoing or future action, qualifying it as a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is going' indicates an ongoing or future action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is going' indicates a progressive aspect, expressing an ongoing or planned action.""
}",['progressive'],TRUE,
3430,[9],"In Alexandra, Virginia – the suburban home of America’s war-making elite — a secret grand jury, a throwback to the middle ages — has spent seven years trying to concoct a crime for which Assange can be prosecuted.",Aspect,['perfect'],"['perfect_progressive', 'simple']",['simple'],FALSE,,[],,[],,[],,['perfect'],['progressive'],-1,['progressive'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact about the ongoing action of the grand jury trying to concoct a crime for which Assange can be prosecuted.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing situation regarding the grand jury's efforts to prosecute Assange, without specifying the completion or progress of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the grand jury's actions without indicating any completion or ongoing nature of the action.""
}",['simple'],TRUE,
3436,[9],"Orban has seen the influence of George Soros and his organizations in Hungary and has openly criticized it and Soros, calling Soros a ""public enemy.""",Aspect,['perfect'],"['progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,['perfect'],['perfect'],1,['perfect'],"{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The sentence 'Orban has seen the influence of George Soros' uses the perfect aspect to express a completed action.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has seen' indicates a completed action, suggesting the presence of the perfect aspect in the sentence.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has seen' indicates a completed action, qualifying it as a perfect aspect.""
}",['perfect'],TRUE,
3611,[9],"Certainly not Corbyn or Assange, who threaten to disrupt the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Corbyn and Assange.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'threaten' indicates an ongoing or incomplete action, fitting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],FALSE,
3785,[10],“When something is coming up and down or at least from a different angle they are either going to hit the ground or… alot of different things are going to happen.,Aspect,['progressive'],['progressive'],['progressive'],TRUE,,[],,[],,[],,['progressive'],['progressive'],1,['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is coming' indicates an ongoing or incomplete action, suggesting an ongoing movement or change in position.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is coming' indicates an ongoing or incomplete action, suggesting that something is currently in the process of coming up and down or from a different angle.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, progression, or ongoing action.""
}",['simple'],FALSE,
3789,[ 8 10 13],"Unlike previous administrations, my administration has and will continue to move aggressively to repeal any efforts – and repel – we will stop it, we will repel it – any efforts to interfere in our elections.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['perfect'],FALSE,,[],,[],,[],,"['simple', 'perfect']","['progressive', 'perfect']",0,"['progressive', 'perfect']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The use of 'has' and 'will continue' indicates a simple aspect for completed and future actions, while 'move aggressively' and 'stop it' indicate a progressive aspect for ongoing or habitual actions.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The passage includes simple aspect for expressing simple facts ('my administration has and will continue to move aggressively'), perfect aspect for expressing completed actions ('my administration has ... move aggressively'), and progressive aspect for expressing ongoing or habitual actions ('we will continue to move aggressively').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""progressive"", ""simple""]
} 
   
 	","['progressive', 'simple']",FALSE,
3791,[10],"“This is contrary to Divine Revelation,” Schneider further told LifeSite, adding that the “beautiful explanations” that are being presented to clergy and faithful as “discernment” and “pastoral accompaniment,” or a “change of paradigm” and “discovery of the subjective part of the truth,” when translated into “common sense language,” are tantamount to an allowance to sin.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact or statement without indicating the completion, progress, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses simple facts and statements without indicating any completed, ongoing, habitual, or incomplete actions. It does not show a completed action (perfect), an ongoing action (progressive), or a completed ongoing action (perfect progressive).""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The statement uses the simple aspect to express a simple fact ('This is contrary to Divine Revelation') and the progressive aspect to indicate an ongoing or habitual action ('are being presented to clergy and faithful').""
}","['simple', 'progressive']",FALSE,
3792,[11],"Specifically, the statement that Obama wanted “to know everything we’re doing” came in a private Sept. 2, 2016, text message from FBI lawyer Lisa Page to FBI agent Peter Strzok, with whom she was having an extramarital affair at the time.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The statement 'Obama wanted' expresses a simple fact, while the past tense 'came' indicates a completed action.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text describes a simple fact about a past event ('Obama wanted “to know everything we’re doing”').""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The statement 'came in a private Sept. 2, 2016, text message' expresses a simple fact, and the use of 'wanted' indicates a completed action, hence the use of simple and perfect aspect.""
}","['simple', 'perfect']",FALSE,
3797,[11],"How many defenseless (unarmed) people are robbed, assaulted, accosted, beaten up, raped, wounded, paralyzed, or killed in a year’s time?",Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],['progressive'],-1,['progressive'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text uses the simple aspect to express a simple fact about the occurrence of crimes against defenseless people.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the frequency of criminal acts against defenseless individuals in a year's time.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence uses the simple aspect to state a fact about the number of defenseless people who experience various forms of harm. Additionally, the question implies an ongoing or habitual action by using the progressive aspect to describe the acts of robbery, assault, etc. over a year's time.""
}","['simple', 'progressive']",FALSE,
3799,[ 7 11  9],"After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The use of 'had tried' in 'supposedly tried to defect' indicates a completed action in the past.""
}",['perfect'],"{
  ""Properties"": [
    ""simple"",
    ""perfect""
  ],
  ""Explanation"": ""The text uses the simple aspect to state simple facts about Oswald's actions, and the perfect aspect to express a completed action (tried to defect to the Soviet Union and promised to deliver classified information).""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the actions of U.S. officials without emphasizing completion, ongoingness, or duration.""
}",['simple'],FALSE,
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Aspect,"['simple', 'perfect']","['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating ongoing, completed, or habitual actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Shapira ... left out of his article' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about the content of Shapira's article.""
}",['simple'],TRUE,
3805,[11 13],"And Shapira, who “enjoys writing about people who have served in the military and intelligence communities” had an ethical duty to point out Helms’ proclivity for lying in his article.",Aspect,"['simple', 'perfect']","['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Shapira's ethical duty to point out Helms' proclivity for lying.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'And Shapira...had an ethical duty to point out Helms’ proclivity for lying in his article' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Shapira's duty to point out Helms' proclivity for lying. It does not indicate completion, ongoingness, or a combination of both.""
}",['simple'],TRUE,
3808,[11  6],"The Guardian, which used to consider itself the most enlightened newspaper in the country, has probably been the worst.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The sentence 'has probably been' indicates a completed ongoing action, suggesting the use of perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has probably been' indicates a completed ongoing action, suggesting that The Guardian's performance as a newspaper has been continuously declining up to the present.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has probably been' indicates an ongoing action that is likely to continue into the present. This aligns with the perfect progressive aspect.""
}",['perfect_progressive'],TRUE,
3809,[12],The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist.,Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about the demonic forces and their primary goal.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the demonic forces and their intentions, without focusing on the completion, progress, or ongoing nature of their actions.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are' in 'aren't really looking' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],FALSE,
3817,[12],"Soros, for his part, compared Orban unfavourably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930's -- when Hungary was allied with Nazi Germany -- and was more oppressive than Cold War Soviet occupation.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without focusing on the completion, ongoing nature, or duration of the action."" 
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Soros' comparison of Orban to both the Nazis and the Communists.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a comparison made by Soros. It does not indicate completed or ongoing actions, but rather presents a straightforward statement.""
}",['simple'],TRUE,
3819,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Aspect,"['simple', 'progressive', 'perfect']","['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has written' indicates a completed action, suggesting that Chris Bryant has completed the act of writing the letter to May.""
}",['perfect'],"{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The use of 'has written' indicates a completed action, suggesting the letter has already been written.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has written' indicates a completed action, suggesting that Chris Bryant has already written the letter.""
}",['perfect'],TRUE,
3820,[ 1 12],"…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”, a senior Labour MP has said.",Aspect,"['simple', 'progressive', 'perfect']","['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has written' indicates a completed action, suggesting that Chris Bryant has already taken the action of writing to May in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has written' indicates a completed action, suggesting that Chris Bryant has already written the letter to May.""
}",['perfect'],"{
  ""Properties"": [""perfect"", ""progressive""],
  ""Explanation"": ""The use of 'has written' indicates a completed action (perfect), and 'urging her to go further' indicates an ongoing or incomplete action (progressive).""
}","['perfect', 'progressive']",FALSE,
3823,[12],"And since Trump’s Stalinist statements, there are at least 24 additional states that are currently considering passing “red flag” laws.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['progressive'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current consideration of 'red flag' laws by 24 additional states.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are currently considering' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current consideration of 'red flag' laws by at least 24 additional states.""
}",['simple'],FALSE,
3827,[12],"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence uses the simple aspect to express a simple fact ('a school was transformed') and the progressive aspect to describe the ongoing or incomplete action ('was suddenly transformed').""
}","['simple', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was' indicates a past progressive action, reflecting an ongoing or incomplete transformation of the school.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of the past progressive tense 'was...transformed' indicates an ongoing or incomplete action in the past.""
}",['progressive'],FALSE,
3832,[12],"Soros, for his part, compared Orban unfavorably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930’s — when Hungary was allied with Nazi Germany — and was more oppressive than Cold War Soviet occupation.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
	""Properties"": [""simple""],
	""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action being described.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any aspect properties as it only describes a comparison and does not specify any particular action or event.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement about something that is generally true or known.""
}",['simple'],FALSE,
3834,[12],They tell me that Pope Francis is sounding more and more like the men who abused them.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['progressive'],0,['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is sounding' indicates an ongoing or habitual action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'Pope Francis is sounding' indicates an ongoing action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'Pope Francis is sounding' indicates an ongoing or current action, fitting the progressive aspect.""
}",['progressive'],TRUE,
3837,[12  9],Exactly what this “special need” is that can constitute a Gestapo like police state surveilling its own citizens is a moving target that has already been proven to be abused over and over again.,Aspect,['simple'],"['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'is' indicates the ongoing or incomplete action of 'constitute' and 'surveilling'.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple (constitute), perfect (has been proven), and progressive (is) aspects.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion or ongoingness of the action.""
}",['simple'],FALSE,
3855,[13  8],"And then, and then as no doubt was expected, if not planned, came a long series of false last-minute smears designed to scare me and drive me out of the process before any hearing occurred.",Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],['progressive'],-1,['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact using the simple aspect, without any specific emphasis on completion, duration, or ongoingness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without emphasizing completion, ongoingness, or perfectiveness.""
}",['simple'],TRUE,
3895,[13],Impossible.,Aspect,[],[],[],TRUE,"{
  ""Properties"": [],
  ""Explanation"": ""The example text is a single word that does not contain any indication of aspect.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without specifying completion, ongoingness, or habituality.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There is no aspect used in the example text 'Impossible.' as it does not express any action or event.""
}",[],,[],['simple'],-1,[],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The statement 'Impossible' expresses a simple fact without indicating any specific action or completion.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Impossible' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'Impossible' expresses a simple fact.""
}",['simple'],TRUE,
3937,[ 9  9 13],"Of course this would be of little interest to secular journalists, who have paid no mind to his habit of rewriting Catholicism, but the sex abuse crisis is something secular journalists are very interested in, a fact Bergoglio seems not to have understood.",Aspect,['simple'],"['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,['simple'],"['simple', 'progressive']",0,"['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text contains simple aspect ('is') expressing a simple fact, and progressive aspect ('are') expressing an ongoing or incomplete action.""
}","['simple', 'progressive']","{
  ""Properties"": [
    ""simple"",
    ""progressive""
  ],
  ""Explanation"": ""The sentence 'the sex abuse crisis is something secular journalists are very interested in' uses the progressive aspect to express an ongoing or habitual action. The rest of the sentence uses the simple aspect to express a simple fact.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses simple facts about secular journalists' lack of interest in Bergoglio's rewriting of Catholicism and their interest in the sex abuse crisis.""
}",['simple'],FALSE,
4169,[13],This emphasis is repeated so often one might almost think there is a concern in Rome that the “fruitful” post-conciliar monastic life is in danger of fizzling out… for… some reason…,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],['progressive'],-1,['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the repeated emphasis being a concern in Rome.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'in danger' indicates the progressive aspect, expressing an ongoing concern in Rome.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is expressing a simple fact about the repetition of emphasis in Rome.""
}",['simple'],FALSE,
4205,[13],"While the 69-year-old Jewish man (wearing a kippah on his head) was coming out of the synagogue, heading for a bakery near 17 rue Pelleport in Paris 20 th, he was attacked by a 19-year-old man, of North African descent, who hit him on the body and on the head, knocked down, pulled by the hair and beaten while shouting ""Allah Akbar"".",Aspect,"['simple', 'progressive']",['simple'],['simple'],FALSE,,[],,[],,[],,['simple'],['progressive'],-1,['progressive'],"{
  ""Properties"": [""progressive"", ""simple""],
  ""Explanation"": ""The sentence describes a series of ongoing actions in the past: 'was coming out', 'was attacked', 'was heading', 'was hit', 'was knocked down', 'was pulled', and 'was beaten'. These ongoing actions indicate the use of the progressive aspect. Additionally, the sentence also includes simple facts such as 'he was a 69-year-old Jewish man' and 'he was attacked by a 19-year-old man', which demonstrate the use of the simple aspect.""
}","['progressive', 'simple']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of past continuous tense 'was coming', 'was attacked', 'was hitting', 'was shouting' indicates an ongoing or incomplete action in the past.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'he was attacked' and 'he was being attacked' indicate the progressive aspect, expressing an ongoing or incomplete action.""
}",['progressive'],FALSE,
4263,[ 9 14  9],"With the leftist media entirely focused on the push to ban AR-15s and repeal the Second Amendment, practically no one noticed Louis Farrakhan's Saviours’ Day 2018 Address in which he told an approving audience that ""powerful Jews are my enemy,"" and ""white folks are going down,"" according to The Washington Examiner.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses simple facts about Louis Farrakhan's remarks without emphasizing the completion, progress, or duration of the actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action (e.g., completion, ongoing, etc.).""
}",['simple'],TRUE,
4270,[14],Long live the Fifth Estate!”,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'Long live the Fifth Estate!' expresses a simple fact without any indication of completion, ongoing nature, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of an ongoing, completed, or habitual action. It is a straightforward statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'Long live the Fifth Estate!' expresses a simple fact without specifying any specific action, completion, ongoingness, or duration.""
}",['simple'],TRUE,
4278,[14],"In the months leading up to the vote, there had been other anti-Semitic incidents, including a tweet by Igor Sadikov, an elected representative of students in McGill’s faculty of arts, saying: “punch a zionist.”",Aspect,"['simple', 'perfect']","['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""perfect"", ""perfect progressive""],
  ""Explanation"": ""The use of 'had been' indicates a completed action leading up to the vote, and 'had been' is also an indicator of perfect progressive aspect.""
}","['perfect', 'perfect_progressive']","{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had been' indicates a completed action in the past, which aligns with the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect"", ""perfect progressive""],
  ""Explanation"": ""The use of 'had been' indicates a completed action prior to a specific point in the past, suggesting the use of the perfect aspect. Additionally, the phrase 'had been' paired with 'saying' implies a completed ongoing action, indicating the perfect progressive aspect.""
}","['perfect', 'perfect_progressive']",FALSE,
4287,[ 8  9 14],"If you don’t like President Trump and can’t understand how anyone could, look no further than the past week for an excellent example of what on Earth could’ve made a man promising to Drain the Swamp so popular.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence 'look no further than the past week for an excellent example' expresses a simple fact, and 'could've made' expresses a completed action.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact, presenting a general statement about the past week without specifying the exact timing of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past week without indicating any specific aspect of the action.""
}",['simple'],FALSE,
4306,[14],"Under that was a tweet from Jon Ralston of Ralston Reports in Nevada saying, among other things, that “Trump is dead” because of Latino turnout in early voting in the state.",Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],['progressive'],-1,['progressive'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact that 'Trump is dead' as reported by Jon Ralston in the tweet.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact, stating that Jon Ralston made a specific statement about Trump's political situation.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Trump is dead' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],TRUE,
4318,[14],Kill the Messenger,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Kill the Messenger' expresses a simple fact or imperative command without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The phrase 'Kill the Messenger' is in the simple aspect, expressing a simple fact or command.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The phrase 'Kill the Messenger' expresses a simple fact or command without indicating any specific aspect, tense, or completion of the action.""
}",['simple'],TRUE,
