sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1,gpt_props1,res2,gpt_props2,res3,gpt_props3,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
3798,[ 6  4 11],"In other words, unlike Lee Harvey Oswald, who had absolutely no motive to kill President Kennedy, the national security establishment did have motive, a powerful motive, the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time, such as Mohamad Mossadegh, Jacobo Arbenz, Patrice Lumumba (who Kennedy admired), Fidel Castro, and Salvador Allende.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense ('had', 'targeted', 'admired') to discuss events that have already occurred, establishing them as historical facts. It also employs a progression in tense by switching from past tense to present tense ('had motive' to 'motivated') for rhetorical effect.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to discuss historical events and actions that have already occurred.""
}",['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened, and also switches to the present tense in the middle of a sentence ('...who Kennedy admired') for rhetorical effect, demonstrating the use of progression.""
}","['past', 'progression']",0
3799,[ 7 11  9],"After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text consistently uses past tense to describe a series of events that have already happened, such as 'supposedly tried', 'promised', 'was going to deliver', 'permitted', and 'was'.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The entire text is written in the past tense, indicating that the events described have already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The entire text is written in the past tense, indicating that the events described have already happened.""
}",['past'],1
3801,[11],"For their sake, let’s hope it works better than this year’s flu vaccine.",Tense,['present'],['present'],['present'],,[],,[],,[],['present'],"['future', 'present']",0,"['future', 'present']","{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'let's hope' indicates a future tense, expressing something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'hope' indicates the use of present tense to emphasize the immediate concern for the outcome.""
}",['present'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'hope' indicates the expression of something that has yet to happen.""
}",['future'],0
3803,[ 8 11],"Of course, the reality is that bringing something like this up more than 30 years later is ridiculous, but this is the Democrats for you.",Tense,['present'],['present'],['present'],,[],,[],,[],['present'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'bringing' and 'is' indicates that the text is using the past tense to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense ('bringing', 'is'), indicating that the action has already occurred.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'is' indicates a present tense, and 'bringing' indicates a past tense, thus the past tense is used in the example text.""
}",['past'],1
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['present'],0,['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The property 'present' is used to provide immediacy effect, and 'progression' is used in the phrase 'left out' to show a change in tense for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'is' in the question indicates the use of present tense.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'is' in 'is that great big important point' indicates the use of present tense for emphasis.""
}",['present'],0
3805,[11 13],"And Shapira, who “enjoys writing about people who have served in the military and intelligence communities” had an ethical duty to point out Helms’ proclivity for lying in his article.",Tense,"['past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to describe an action that has already happened ('had an ethical duty to point out').""
}",['past'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense 'enjoys' to describe Shapira's current interest, and the past tense 'had' to indicate a past ethical duty of Shapira to point out Helms' proclivity for lying.""
}","['present', 'past']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'enjoys' and 'had' indicate the present tense, and the change from 'enjoys' to 'had' in the middle of the sentence creates a progression for effect.""
}","['present', 'progression']",0
3806,[11  8],"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'conducted' to express an action that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'conducted' indicates that the event happened in the past, so the tense used is past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'conducted' indicates an action that has already happened, fitting the definition of the past tense.""
}",['past'],1
3808,[11  6],"The Guardian, which used to consider itself the most enlightened newspaper in the country, has probably been the worst.",Tense,"['past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'has been' to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The only tense used in the example is past tense, indicating that something has already happened.""
}",['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'used to consider' (past tense) and 'has probably been' (present perfect tense) demonstrates a progression of tenses within the sentence, which is used for effect.""
}","['present', 'progression']",0
3811,[ 9 12],"John Pilger — one of the few journalists to speak out on Julian Assange’s behalf, labels journalists who fail to stand in solidarity with Assange in exposing the behavior of the Establishment, “Vichy journalists — after the Vichy government that served ad enabled the German occupation of France.”",Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['present'],0,['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'labels' and 'fail' indicates the use of present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'labels' and 'fail' in the present tense emphasizes the ongoing nature of the action and adds immediacy to the statement.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'labels' emphasizes the action and immediacy of the situation, which is a common feature of the present tense.""
}",['present'],1
3814,[12],"It’s as if the U.S. Army stopped to interrogate every German soldier who crashed through the Ardennes Forest at the beginning of the Battle of the Bulge in 1944, to see if each one’s actions had anything to do with the German Army and Adolf Hitler’s war aims.",Tense,['past'],"['past', 'present']",['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe historical events (the beginning of the Battle of the Bulge in 1944).""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe events that took place during the beginning of the Battle of the Bulge in 1944.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe an event that occurred in 1944, indicating that it has already happened.""
}",['past'],1
3817,[12],"Soros, for his part, compared Orban unfavourably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930's -- when Hungary was allied with Nazi Germany -- and was more oppressive than Cold War Soviet occupation.",Tense,['present'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""progression""],
  ""Explanation"": ""The sentence changes tense in the middle, from 'compared' (past) to 'saying' (present), for effect and to emphasize the contrast Soros is making.""
}",['progression'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe events that have already happened, such as 'when Hungary was allied with Nazi Germany' and 'was more oppressive than Cold War Soviet occupation.'""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The usage of past tense 'evoked' indicates that the action of comparing Orban to the Nazis and Communists has already happened.""
}",['past'],0
3819,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Tense,['present'],['present'],['present'],,[],,[],,[],['present'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'has written' and 'urging' indicates the use of the present tense to emphasize the current action and immediate relevance of the news.""
}",['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'has written', 'urging', and 'has said' indicates the use of present tense for immediacy effect. Additionally, the shift from 'has written' to 'has said' in the same sentence creates a tense progression for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses the present tense in the first part of the sentence to convey immediacy and emphasizes the action. It then switches to the past tense in the latter part of the sentence for effect, creating a sense of progression and shifting focus to the statement made by the senior Labour MP.""
}","['present', 'progression']",0
3827,[12],"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.",Tense,['past'],"['past', 'present']",['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates past tense, and the changing of the tense from past 'was' to present 'harking' creates a sense of progression for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""]
}

 
 							
 						
 							
 							
 							 ","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""]
}
  
 	","['past', 'progression']",1
3828,[12],There could be only one answer: communists.,Tense,['present'],['present'],['present'],,[],,[],,[],['present'],[],-1,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to convey immediacy and emphasize the action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of the present tense in the statement 'There could be only one answer' emphasizes the immediacy and impact of the assertion.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'could be' indicates the present tense, suggesting immediacy and emphasizing the action of 'communists'.""
}",['present'],1
3831,[ 9 12],I call them Vichy journalists — after the Vichy government that served and enabled the German occupation of wartime France.,Tense,"['past', 'present']",['past'],['present'],,[],,[],,[],"['past', 'present']",['present'],0,['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense 'I call' to emphasize the speaker's action and to give it immediacy.""
}",['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'I call' indicates present tense, while 'served and enabled' indicates past tense.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'I call' suggests a present action or ongoing opinion.""
}",['present'],0
3832,[12],"Soros, for his part, compared Orban unfavorably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930’s — when Hungary was allied with Nazi Germany — and was more oppressive than Cold War Soviet occupation.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense ('compared', 'evoked', 'was allied') to express something that has already happened.""
}",['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates the past tense, while the changing tense in the middle of the sentence ('was' to 'is') creates a progression effect for rhetorical impact.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense to express something that has already happened, such as 'when Hungary was allied with Nazi Germany' and 'was more oppressive than Cold War Soviet occupation'.""
}",['past'],0
3833,[ 9  8  8  5 12],"I never thought I’d see the day when a preening, Internet-created neo-Catholic doyenne such as Simcha Fisher, as notorious as Mark Shea for her crude and often unprintable invective against traditionalists, would unload on Pope Bergoglio with the following headline: “Does Francis know he sounds like an abuser?”",Tense,"['past', 'present']","['past', 'future', 'present']",['past'],,[],,[],,[],"['past', 'present']","['past', 'present']",1,"['past', 'present']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The past tense 'I never thought', 'would unload', 'created', 'sounds' is used to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'I never thought', 'would unload' to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'created' and 'would unload' to express actions that have already happened. Therefore, it only demonstrates the property of 'past' tense.""
}",['past'],1
3834,[12],They tell me that Pope Francis is sounding more and more like the men who abused them.,Tense,['present'],"['past', 'present']",['present'],,[],,[],,[],['present'],['present'],1,['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The example text uses the present tense 'tell' to give a sense of immediacy and to emphasize the ongoing nature of the action.""
}",['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'tell' and 'is sounding' indicate present tense, while the change from 'tell' to 'is sounding' in the middle of the sentence demonstrates progression.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to emphasize the ongoing nature of the reported speech and the similarity being described.""
}",['present'],0
3837,[12  9],Exactly what this “special need” is that can constitute a Gestapo like police state surveilling its own citizens is a moving target that has already been proven to be abused over and over again.,Tense,['present'],['present'],['present'],,[],,[],,[],['present'],['past'],-1,['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses present tense to convey immediacy and progression with the changing tense in the middle of the sentence for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' in 'is a moving' signifies the present tense, and there is a change in tense from 'is' to 'has already been proven' for rhetorical effect, indicating the use of progression.""
}","['present', 'progression']","{
  ""Properties"": [""progression""],
  ""Explanation"": ""The sentence changes tense in the middle, from 'is' (present) to 'has been' (past perfect) to emphasize the ongoing nature of the issue.""
}",['progression'],0
3841,[12],It collaborates in the same way that the Vichy government in France collaborated with the Nazis.,Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'collaborated' indicates a past action, identifying the relationship between the Vichy government in France and the Nazis as something that has already occurred.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The only tense used in the sentence is the past tense, indicating that the collaboration referenced has already happened.""
}",['past'],"{
    ""Properties"": [""past""],
    ""Explanation"": ""The use of 'collaborated' indicates that the action has already happened, placing it in the past tense.""
}",['past'],1
3855,[13  8],"And then, and then as no doubt was expected, if not planned, came a long series of false last-minute smears designed to scare me and drive me out of the process before any hearing occurred.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was expected' (past tense) and 'came' (past tense) indicates events that have already happened, while the switch from past tense to present tense in 'designed' (progression) creates a rhetorical effect.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'came' indicates that the action has already happened, placing it in the past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe events that have already occurred.""
}",['past'],0
3871,[13],"And it seems clear from the way it was done, and the way Francis treated Muller in general, that he was indeed got rid of.",Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense 'was done' to express something that already happened, and then changes to the past progressive tense 'was indeed got rid of' for effect and emphasis.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates that the action of getting rid of Muller has already happened, placing the statement in the past tense.""
}",['past'],"{
  ""Properties"": [""progression""],
  ""Explanation"": ""The sentence changes tense from past ('was done') to present ('Francis treated') for effect.""
}",['progression'],0
3886,[ 9  9 13],Peradventure there be fifty righteous within the city: wilt thou also destroy and not spare the place for the fifty righteous that are therein?,Tense,"['future', 'present']","['future', 'present']",['present'],,[],,[],,[],"['future', 'present']",['present'],0,['present'],"{
  ""Properties"": [""present"", ""future""],
  ""Explanation"": ""The use of 'be' indicates the subjunctive mood, suggesting a hypothetical or future event. The word 'be' is also a present tense form of the verb 'to be'.""
}","['present', 'future']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense 'be' to express a hypothetical situation, and the past tense 'destroyed' and 'were' to indicate something that has already happened or is in the past.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense 'be' is used in the conditional statement 'there be fifty righteous within the city' to emphasize immediacy and hypothetical scenario.""
}",['present'],0
3895,[13],Impossible.,Tense,[],[],[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'Impossible' emphasizes the immediacy of the statement, as often seen in headlines.""
}",['present'],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The use of the present tense in the headline 'Guerrilas take Afgan capital' creates an immediacy effect and emphasizes the action.""
}",['present'],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The use of 'Impossible' indicates an immediate effect or emphasizes the action.""
}",['present'],[],['present'],-1,[],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The use of the present tense 'Impossible' creates immediacy and emphasizes the feeling of impossibility in the current moment.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of the word 'impossible' implies present tense as it refers to the current state of things.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to convey a sense of immediacy and strong emphasis on the action.""
}",['present'],1
3937,[ 9  9 13],"Of course this would be of little interest to secular journalists, who have paid no mind to his habit of rewriting Catholicism, but the sex abuse crisis is something secular journalists are very interested in, a fact Bergoglio seems not to have understood.",Tense,['present'],"['future', 'present']",['present'],,[],,[],,[],['present'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' in 'the sex abuse crisis is something' signifies the present tense. Additionally, the tense changes from past ('have paid') to present ('are') in the middle of the sentence for a rhetorical effect.""
}","['present', 'progression']","{
  ""Properties"": [""progression""],
  ""Explanation"": ""The sentence starts in the past tense 'paid' and then switches to the present tense 'is' to create an effect and emphasize the contrast between the two clauses.""
}",['progression'],"{
  ""Properties"": [""present"", ""past"", ""progression""],
  ""Explanation"": ""The text uses a combination of present tense ('is', 'have paid') and past tense ('rewriting', 'is', 'seems', 'have understood') to convey immediacy and past events, with a change in tense in the middle of the sentence for effect.""
}","['present', 'past', 'progression']",0
3966,[13],It did not allow Iranian parties to open accounts or correspondent accounts at US banks.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'did not allow' to express an action that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'did not allow' to express an action that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'did not allow' indicates a past action, making it an example of past tense.""
}",['past'],1
3967,[13],It did not allow Iran to send funds to the US or receive funds from the US.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'did' indicates the past tense, showing that this action has already occurred.""
}",['past'],"{
  ""Properties"": [
    ""past""
  ],
  ""Explanation"": ""The use of 'did not allow' indicates past tense, expressing something that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'did not allow' to express that this action already happened in the past.""
}",['past'],1
3990,[13],"Last January, parents filed a federal complaint against Chatham Middle School in Chatham, New Jersey, for forcing students to watch videos that proselytized for Islam.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'filed' to express an action that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'filed' indicates that the action has already happened, placing the sentence in the past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'filed' to indicate that the action of parents filing a federal complaint against the school has already happened.""
}",['past'],1
4019,[13],"Anti-jihadist activist Pamela Geller praised Orban for his honesty and wrote, ""At last, a politician who speaks the truth about the Muslim invasion of Europe.",Tense,"['past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'praised', 'wrote' and 'speaks' indicate past tense, suggesting that the actions have already taken place.""
}",['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'praised', 'speaks' and 'wrote' indicates that the present tense is used to emphasize the action and to give a sense of immediacy.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'praised' and 'wrote' indicates the use of the present tense, which is often used in news headlines for immediacy effect or to emphasize an action.""
}",['present'],0
4024,[13],"Specifically, one executive suggests paying for the rides of Latinos to get them to the polls — if they vote for Clinton, that is.",Tense,['present'],['present'],['present'],,[],,[],,[],['present'],['past'],-1,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'suggests' and 'get' indicates the use of the present tense to convey immediacy and emphasize the action being suggested.""
}",['present'],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The use of 'suggests' indicates the present tense and is used to emphasize the immediacy of the suggestion.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'suggests' and 'get' in the present tense indicates immediacy and emphasizes the proposed action.""
}",['present'],1
4037,[13],"How inconvenient that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate of the most prolific serial predator of youth and seminarians in the history of the American Church.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to express something that has already happened, referring to the fact that Cardinal Kevin Farrell was the former roommate of the prolific serial predator.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to express that Cardinal Kevin Farrell was the former roommate of the most prolific serial predator.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to express something that already happened.""
}",['past'],1
4041,[13  8  8  8],"How inconvenient that the homosexual network of clergy and prelates were blasted as predators and coverup enablers in the Pennsylvania Grand Jury Report, while the Instrumentum Laboris argues that:",Tense,"['past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'were blasted' indicates a past action, while 'argues' is in the present.""
}","['present', 'past']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'were blasted' indicates the past tense, expressing something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'were blasted' indicates past tense, expressing something that already happened.""
}",['past'],0
4205,[13],"While the 69-year-old Jewish man (wearing a kippah on his head) was coming out of the synagogue, heading for a bakery near 17 rue Pelleport in Paris 20 th, he was attacked by a 19-year-old man, of North African descent, who hit him on the body and on the head, knocked down, pulled by the hair and beaten while shouting ""Allah Akbar"".",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The passage primarily uses the past tense to describe an event that has already happened ('he was attacked', 'he was coming out', 'he was knocked down'). Additionally, there is a change in tense within the sentence for effect, using the past tense to describe the attack and then switching to present tense ('shouting') to vividly portray the ongoing action."" 
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe events that have already happened. Additionally, it changes tense in the middle of a sentence for effect (e.g., 'was coming' -> 'heading').""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe the events that already happened ('was coming', 'was attacked', 'hit him', 'shouting'). It also uses tense progression by switching from past tense to present tense ('he was attacked' to 'shouting') for effect.""
}","['past', 'progression']",1
4206,[13],"A Muslim terrorist stabbed four people at a train station near Munich while screaming, “Allahu Akbar”.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence uses the present tense to convey immediacy and to emphasize the action of the stabbing. Additionally, it changes tense in the middle of the sentence for effect, shifting from 'stabbed' (past tense) to 'screaming' (present participle).""
}","['present', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of the past tense 'stabbed' indicates that the event has already taken place.""
}",['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The example uses the present tense to convey immediacy and emphasize the action of the stabbing.""
}",['present'],0
4236,[13  1],They then threatened to hang my 3-year-old and 1-year-old and kidnap my 14-year-old.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
    ""Properties"": [""past""],
    ""Explanation"": ""The use of 'threatened' indicates a past action, demonstrating the use of past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'threatened' to express an action that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense 'threatened' to express something that already happened.""
}",['past'],1
4263,[ 9 14  9],"With the leftist media entirely focused on the push to ban AR-15s and repeal the Second Amendment, practically no one noticed Louis Farrakhan's Saviours’ Day 2018 Address in which he told an approving audience that ""powerful Jews are my enemy,"" and ""white folks are going down,"" according to The Washington Examiner.",Tense,"['progression', 'past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['progression', 'past', 'present']","['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses past tense to describe Louis Farrakhan's Saviours’ Day 2018 Address and what he told the audience.""
}",['past'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense in 'the leftist media entirely focused' to emphasize the immediacy of the situation and the past tense in 'in which he told' to express something that already happened.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'told' and 'are' indicates the present tense, which is often used in news headlines for immediacy effect.""
}",['present'],0
4267,[14],“If someone can get me this young man’s information I’ll get him a new #maga hat… SIGNED by #potus!!,Tense,['present'],"['future', 'present']",['present'],,[],,[],,[],['present'],"['future', 'present']",0,"['future', 'present']","{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'can' and 'will' indicates a future action, expressing something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'can get' and 'I'll get' indicates a future action that has yet to happen.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'I'll get' indicates a future action, showing the intention to obtain a new #maga hat signed by #potus.""
}",['future'],1
4278,[14],"In the months leading up to the vote, there had been other anti-Semitic incidents, including a tweet by Igor Sadikov, an elected representative of students in McGill’s faculty of arts, saying: “punch a zionist.”",Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'had been' indicates past tense, and the change from 'had been' to 'including a tweet' demonstrates a progression in tense for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe events that had already occurred before a specific point in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The usage of 'had been' and 'including' indicates past tense, portraying events that had already occurred before the main event being discussed.""
}",['past'],0
