sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,res_0.0_V3_1,property__0.0_V3_1,res_0.0_V3_2,property__0.0_V3_2,res_0.0_V3_3,property__0.0_V3_3
4349,[14],The Last-Minute Character Assassination of Judge Kavanaugh,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The headline contains an active verb 'assassination' which indicates action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The title contains 'assassination', an active verb denoting the action of the character assassination, indicating the use of active verb in the example text.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'assassination' which describes the action of the character assassination. This indicates the use of active predication in the text.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The title contains an active verb 'assassination' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The title contains an active verb 'assassination' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The title contains an active verb 'assassination' which indicates an action being performed.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""compound""],
  ""Explanation"": ""The sentence 'The Last-Minute Character Assassination of Judge Kavanaugh' contains a compound predication. It consists of multiple predications ('Last-Minute Character Assassination' and 'Judge Kavanaugh') used about one subject ('The').""
}",['compound'],"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence 'The Last-Minute Character Assassination of Judge Kavanaugh' contains an active predication as it describes an action (character assassination) performed by an implied agent. Additionally, the sentence can be considered compound as it contains multiple predications ('The Last-Minute Character Assassination' and 'of Judge Kavanaugh') about one subject ('The Last-Minute Character Assassination').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'The Last-Minute Character Assassination of Judge Kavanaugh' contains both active and stative properties. 'Assassination' is a noun derived from the verb 'assassinate,' which is an active predication, as it involves an action performed by an agent. 'Last-Minute' and 'of Judge Kavanaugh' are stative properties, as they express a state or condition rather than an action or event."" 
}","['active', 'stative']"
4372,[15],Here’s my translation:,Predication,['stative'],['stative'],['stative'],TRUE,['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains both active verbs and compound verbs. The active verbs show the subject performing the action, and the compound verbs involve multiple actions related to the same subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The example text contains active verbs ('taking', 'ratcheting', 'adding') and compound verbs ('taking', 'folding') about the same subject ('engineers').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs to describe actions, such as 'sent' and 'issued'.""
}",['active'],FALSE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'translated' and 'posted' which indicate direct action. Additionally, there is a compound verb structure with 'translated and posted' both referring to the subject 'I'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, as it describes the actions and events of the subject.""
}",['active'],0,['active'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Here’s my translation' contains a stative predication. It expresses a state or condition ('Here’s') rather than an activity or event.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Here’s my translation' contains a stative predication as it expresses a state or condition rather than an activity or event. In this case, 'Here’s' is a form of 'to be' indicating a state of existence or possession.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Here’s my translation' contains a stative predication as it expresses a state or condition rather than an activity or event. In this case, 'Here’s' is a form of 'to be' and 'my translation' is the subject complement, indicating a state of being or existence.""
}",['stative']
4378,[16],"The Sun is getting cooler and dimmer, but scientists aren’t worried",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence includes a stative verb 'is' to express a state of being (getting cooler and dimmer), and a compound structure with multiple verbs 'is' and 'getting' related to the subject 'The Sun'.""
}","['stative', 'compound']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains a stative verb 'is' indicating a state of being, and a compound structure with the verbs 'is getting' and 'aren’t worried' both related to the subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative verb 'is' to indicate the state of the Sun. It also has a compound structure with the verbs 'is getting' and 'are', which both refer to the subject 'The Sun' and 'scientists' respectively.""
}","['stative', 'compound']",TRUE,"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains a stative verb 'is' (is getting cooler and dimmer) and a compound verb structure 'are not worried' (are, worried).""
}","['stative', 'compound']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains a stative verb 'is' (is getting) and a compound verb structure 'is getting cooler and dimmer'.""
}","['stative', 'compound']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs 'is' and 'getting' to indicate a state of being, and a compound structure with the verbs 'is' and 'getting' about the subject 'The Sun'.""
}","['stative', 'compound']",1,"['stative', 'compound']",,,,,,"{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the property 'active' as it describes an action performed by the subject 'The Sun is getting cooler and dimmer.' It also contains the property 'stative' as it expresses a state or condition with the verb 'is.' Additionally, the sentence exhibits the property 'compound' as it combines multiple predications about one subject, 'The Sun is getting cooler and dimmer, but scientists aren’t worried.'""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'The Sun is getting cooler and dimmer, but scientists aren’t worried' contains the stative property as it expresses a state or condition ('is getting cooler and dimmer'). Additionally, it also contains the compound property as it combines multiple predications about one subject ('The Sun is getting cooler and dimmer' and 'scientists aren’t worried').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'The Sun is getting cooler and dimmer, but scientists aren’t worried' contains the stative property as it expresses a state or condition with the verb 'is' and 'getting'. Additionally, it also contains the compound property as it combines multiple predications ('is getting cooler' and 'is getting dimmer') about one subject ('The Sun').""
}","['stative', 'compound']"
4395,[16],"The problem is in making a lobby of this tendency: a lobby of misers, a lobby of politicians, a lobby of masons, so many lobbies.",Predication,['stative'],['stative'],['stative'],TRUE,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound structure with multiple verbs 'making' and 'a lobby of'. This indicates a compound predication structure with multiple verb phrases about the same subject.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text uses stative verbs such as 'making' and 'is'. These verbs describe a state of being rather than an action, indicating the stative property.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound predicate with the verbs 'making' and 'is' expressing different actions about the subject 'lobby'.""
}",['compound'],FALSE,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound structure with multiple verbs ('making', 'a lobby of', 'a lobby of', 'a lobby of', 'so many lobbies') about one subject ('the problem').""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound structure with multiple verbs ('making', 'a lobby', 'a lobby', 'a lobby') about one subject ('the problem').""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound structure with multiple verbs ('making', 'a lobby', 'a lobby', 'a lobby', 'so many lobbies') about one subject ('the problem').""
}",['compound'],1,['compound'],,,,,,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication as it expresses a state or condition rather than an activity or event. The verb 'is' in 'The problem is in making a lobby' indicates a state or condition. Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs ('is' and 'making') used about one subject ('The problem').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication as it expresses a state or condition rather than an activity or event. The verb 'is' in 'The problem is in making a lobby' indicates a state or condition. Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs ('is' and 'making') about one subject ('The problem').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication as it expresses a state or condition rather than an activity or event. The verb 'is' in 'The problem is in making a lobby' indicates a state of being. Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs ('is' and 'making') used about one subject ('The problem').""
}","['stative', 'compound']"
4457,[17],"The enemy to great power is not the likes of the Taliban, it is us.",Predication,['stative'],['stative'],['stative'],TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which directly connects the subject 'The enemy' to the predicate 'us'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', which expresses action in the present tense.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is us,' indicating an action performed by the subject.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action performed by the subject 'us'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'us'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'us'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'The enemy' performing the action 'is'. Additionally, it also contains a stative predication as it expresses a state or condition with 'is' in 'is not the likes of the Taliban, it is us.'""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""In the given sentence, the property 'active' is used as the subject 'enemy' is performing the action 'is'. Additionally, the property 'stative' is used as the predication 'is' expresses a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The verb 'is' in 'is not' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
4767,[],- No new deaths -,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The statement 'No new deaths' uses a stative verb ('is'), indicating a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The statement 'No new deaths' uses a stative verb 'is' to describe a state or condition.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'no new deaths' contains a stative verb 'is', indicating a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'no new deaths' uses a stative verb 'is' to indicate a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' indicating a state of being (no new deaths).""
}",['stative'],1,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'No new deaths' is an example of a stative predication. It expresses a state or condition ('no new deaths') rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'No new deaths' is an example of a stative predication. It expresses a state or condition ('no new deaths') rather than an activity or event. In this case, the verb 'be' is implied, as in 'There are no new deaths.'""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'No new deaths' is an example of a stative predication. It expresses a state or condition ('no new deaths') rather than an activity or event. In this case, the verb 'be' is implied, as in 'There are no new deaths.'""
}",['stative']
5285,[],"https://t.co/zHBz4gKpkf — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The tweet contains an active verb in the form of the URL 'zHBz4gKpkf' that indicates an action, suggesting the presence of the active property.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The tweet contains active verbs in the form of a URL, indicating that the content is likely to be an article or a piece of news.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The tweet contains an active verb in the form of a web link (zHBz4gKpkf), which represents an action or state being performed by the subject.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The tweet contains an active verb 'zHBz4gKpkf' in the URL, indicating an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The tweet contains an active verb 'tweeted' which is performed by the subject 'Donald Trump Jr.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The tweet contains an active verb 'zHBz4gKpkf' which is a link to a website. The verb is in the active form as it directly indicates an action performed by the subject.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence does not exhibit stative or compound predication. However, it does contain active predication as it describes an action being performed by the subject, which is characteristic of active predication.""
}",['active'],"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence provided contains an active predication as it describes an action being performed by the subject. Additionally, it also contains a compound predication as it involves multiple predications of verbs used about one subject, 'The telegram was late but contained exciting news.'""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence provided contains an active predication as it describes an action being performed. Additionally, it also contains a compound predication as it involves multiple predications of verbs about one subject, 'The telegram was late but contained exciting news.'""
}","['active', 'compound']"
6544,[],"There is no way to spin this, there is no defense, today the mask came off.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'came' in the expression 'the mask came off.'""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains an active verb 'came' and a stative verb 'is'. 'Came' is active because it describes an action, and 'is' is stative because it expresses a state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'came off' and a compound structure with 'came off' and 'is' used together.""
}","['active', 'compound']",FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'came off.' The subject 'the mask' is performing the action of coming off.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'spin', 'is', and 'came'. These verbs indicate actions or states performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'spin', 'is', 'came'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'There is no way to spin this, there is no defense, today the mask came off' contains the stative property as it expresses a state or condition ('there is no way to spin this', 'there is no defense', 'the mask came off'). Additionally, the sentence also contains the compound property as it combines multiple predications ('there is no way to spin this', 'there is no defense', 'the mask came off') about one subject ('the mask').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'There is no way to spin this, there is no defense, today the mask came off' contains a stative predication with the use of 'is' and 'came off' expressing a state or condition. Additionally, the sentence also contains a compound predication as it combines multiple predications ('there is no way to spin this', 'there is no defense', 'today the mask came off') about one subject.""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'There is no way to spin this, there is no defense, today the mask came off' contains a stative predication with the phrase 'there is no way to spin this' and 'there is no defense', expressing a state or condition. Additionally, the sentence also contains a compound predication with the use of multiple predications ('there is no way to spin this', 'there is no defense', 'the mask came off') about one subject ('the mask').""
}","['stative', 'compound']"
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Predication,['stative'],['stative'],['stative'],TRUE,"['stative', 'compound', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'has been vindicated' indicating a state or condition that Julian is in.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'isolated' expressing a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has been vindicated' referring to the action performed by Julian.""
}",['active'],FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'isolated' which describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has been vindicated' which indicates an action performed by the subject 'Julian'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has been vindicated' which indicates an action performed by the subject 'Julian'.""
}",['active'],0,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present as 'Julian has been vindicated' where 'Julian' is the subject performing the action of being vindicated. The stative property is present in 'he is isolated' where 'he' is in a state of being isolated.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. 'Has been vindicated' is an example of a stative predication, expressing a state or condition. 'He is isolated' is also a stative predication. Additionally, 'has been vindicated' is an active predication as it involves the subject 'Julian' performing the action of being vindicated."" 
}","['active', 'stative']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication 'he is isolated' which expresses a state or condition. Additionally, the sentence also contains a compound predication 'has been vindicated' and 'he is isolated' where multiple predications of verbs are used about one subject.""
}","['stative', 'compound']"
7818,[],But really it comes down to the British government.,Predication,['active'],['active'],['active'],TRUE,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The verb 'comes' is stative, denoting a state of existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'comes' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'comes' which describes a state of being.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'comes' which describes a state of being or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'comes' which describes a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'comes' which describes a state of being or condition.""
}",['stative'],1,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'But really it comes down to the British government' contains a stative predication. The verb 'comes' in this sentence expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'But really it comes down to the British government' contains a stative predication. The verb 'comes' is expressing a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence 'But really it comes down to the British government' contains a stative predication. The verb 'comes' in this sentence expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
8594,[],"Ever since Adam and Eve committed the Original Sin, every living creature is subject to it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'is', which describes a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'committed', which indicates an action being performed by the subject (Adam and Eve).""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains the active verb 'committed' which denotes an action performed by the subject 'Adam and Eve'.""
}",['active'],FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'committed' which indicates an action performed by the subject 'Adam and Eve'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'committed' which indicates an action performed by the subject 'Adam and Eve'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'committed' which indicates an action performed by the subject 'Adam and Eve'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present as the sentence describes an action performed by Adam and Eve (committing the Original Sin). The stative property is also present as the sentence expresses a state or condition resulting from the action, indicating that every living creature is subject to it."" 
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'Ever since Adam and Eve committed the Original Sin, every living creature is subject to it' contains both active and stative properties of predication. The active property is present as the sentence describes an action performed by Adam and Eve ('committed the Original Sin'). The stative property is also present as the sentence expresses a state or condition ('every living creature is subject to it').""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. 'Every living creature is subject to it' is an example of an active predication where 'every living creature' is the subject performing the action. 'Is subject to it' is a stative predication expressing a state or condition rather than an activity or event.""
}","['active', 'stative']"
9396,[],Also on communion between the communities.,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'is on communion', indicating a state of being or a state of existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'communion,' which denotes a state of being or a condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', indicating a state of being ('is on').""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'is on communion', indicating a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'is on communion between the communities.'""
}",['stative'],1,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Also on communion between the communities' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes a state of being or a relationship between communities.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Also on communion between the communities' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes a state of being or existence rather than an action being performed.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Also on communion between the communities' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes a state of being or a relationship between communities.""
}",['stative']
9674,[],"Hannity asks, ""Why are people willing to throw out due process, equal justice under the law and the presumption of innocence?""",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'asks' and 'are willing', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'asks', indicating the action performed by Hannity.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs like 'asks' and 'throw out' which demonstrate action.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'asks', which is a verb that directly relates the subject 'Hannity' to the action of asking.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'asks', which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'asks' which is directed towards the subject 'Hannity'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Hannity' performing the action of asking. Additionally, it contains a stative predication with the verb 'are' expressing a state or condition of 'people' being willing to throw out due process, equal justice under the law, and the presumption of innocence.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Hannity' performing the action of asking. Additionally, it includes a stative predication with the verb 'are' expressing a state or condition of 'people' being willing to throw out due process, equal justice under the law, and the presumption of innocence.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Hannity' performing the action of asking. Additionally, it contains a stative predication as it expresses a state or condition with the phrase 'are people willing to throw out due process, equal justice under the law and the presumption of innocence.'""
}","['active', 'stative']"
9939,[],"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'wrote', 'resolved', and 'be'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text uses an active verb 'wrote', indicating the action performed by Janet Smith.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'wrote', which signifies that the subject, Janet Smith, is performing the action of writing.""
}",['active'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'be resolved' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'wrote' and a compound structure with the verbs 'resolved' and 'be' about the subject 'problem'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'wrote', which is the action performed by Janet Smith. This is an example of an active verb in the text.""
}",['active'],0,['stative'],,,,,,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject. The sentence also includes a compound predication as it combines multiple predications about one subject, discussing the resignation of bishops and bureaucratic directives.""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject (Janet Smith) performing an action (wrote). Additionally, the sentence also contains a compound predication as it combines multiple predications ('The problem of clergy abuse cannot be resolved simply by the resignation of some bishops' and 'even less so by bureaucratic directives') about one subject (the problem of clergy abuse).""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the active predication in 'Janet Smith... wrote,' the stative predication in 'cannot be resolved,' and the compound predication in 'cannot be resolved simply by the resignation... and even less so by bureaucratic directives.'""
}","['active', 'stative', 'compound']"
