sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority
4236,[13  1],They then threatened to hang my 3-year-old and 1-year-old and kidnap my 14-year-old.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical or possible situation, indicating a mood of verbs expressing what is imagined or hypothetical.""
}",['subjunctive'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The statement expresses a simple fact or opinion without any hypothetical or imagined scenarios, commands, wishes, or questions.""
}",['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical or possible situation where the speaker's children are threatened, making use of the subjunctive mood.""
}",['subjunctive'],False,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The statement contains a directive or command to threaten and kidnap the speaker's children.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood as it expresses a command or directive, specifically a threat.""
}",['imperative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'threatened' expresses a hypothetical or possible situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],0,['imperative']
4296,[14],"J Street ""Kapos"" May Un-Endorse Dem Rep Over ""Jewish Question""",Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The headline contains an exclamation mark, indicating a tone of strong emotion and potentially surprise.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The use of quotation marks and the overall tone of the headline expresses strong emotion and can be interpreted as expressing surprise or outrage.""
}",['exclamatory'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The presence of the imperative mood is indicated by the use of the command 'Un-Endorse' in the headline.""
}",['imperative'],False,"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The headline uses the indicative mood to express a simple statement of fact about J Street un-endorsing a Democratic Representative over a controversial issue.""
}",['indicative'],"{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The headline uses the indicative mood to express a simple statement of fact. The imperative mood is used in the quoted text to convey a command or directive.""
}","['indicative', 'imperative']","{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text uses the indicative mood to make a simple statement of fact about J Street un-endorsing a Democratic representative. It also uses the imperative mood to issue a command or directive to the reader.""
}","['indicative', 'imperative']",0,"['indicative', 'imperative']"
4367,[15],They want to preserve the FBI’s reputation.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact or opinion, indicating that 'they want to preserve the FBI’s reputation.'""
}",['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'want' indicates a mood of verbs expressing what is imagined or possible, suggesting that it is a desire or goal to preserve the FBI's reputation.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The usage of 'want' suggests a hypothetical or possible situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],False,"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact, indicating the mood of the verb as indicative.""
}",['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'want' expresses what is desired or hypothetical, fitting the definition of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'want' expresses what is imagined or desired, indicating the subjunctive mood.""
}",['subjunctive'],0,['subjunctive']
4372,[15],Here’s my translation:,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains the use of imperative mood as it includes a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a command or directive, indicating the use of the imperative mood.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a command or directive, indicating the use of the imperative mood.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a command or directive, as it urges someone to focus on a specific issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a command or directive, as it is urging someone to focus on a specific issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a directive or command, indicating the use of the imperative mood.""
}",['imperative'],1,['imperative']
4373,[15],"He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way, as Cardinal Müller told Edward Pentin in a Sept. 28 interview published in the National Catholic Register.",Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The statement uses the indicative mood to express a simple statement of fact ('He mentions the Holy Father's letter to the Buenos Aires bishops'). It also uses the subjunctive mood to express a hypothetical or possible situation ('...the statement of those Argentine bishops can be interpreted in an orthodox way').""
}","['indicative', 'subjunctive']","{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The text includes the indicative mood to express a simple statement of a fact ('he mentions the Holy Father's letter') and the subjunctive mood to express what is hypothetical or possible ('the statement of those Argentine bishops can be interpreted').""
}","['indicative', 'subjunctive']","{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact ('he mentions the Holy Father's letter') and the subjunctive mood to express what is hypothetical or possible ('the statement of those Argentine bishops can be interpreted in an orthodox way').""
}","['indicative', 'subjunctive']",True,"{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact ('He mentions the Holy Father's letter'). It also uses the subjunctive mood to express a hypothetical or possible situation ('the statement of those Argentine bishops can be interpreted in an orthodox way').""
}","['indicative', 'subjunctive']",timeout,[],"{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact ('he mentions the Holy Father's letter') and the subjunctive mood to express a hypothetical situation ('the statement of those Argentine bishops can be interpreted in an orthodox way').""
}","['indicative', 'subjunctive']",1,"['indicative', 'subjunctive']"
4386,[16],The burst of sweetness and light coming from Pyongyang just sounds too good to be true.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'just sounds' expresses doubt and the hypothetical nature of the statement, indicating a subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'sounds' in the context of expressing doubt and skepticism indicates the use of the subjunctive mood, which expresses what is imagined or hypothetical.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'sounds too good to be true' expresses doubt and hypothetical possibility, which aligns with the subjunctive mood.""
}",['subjunctive'],True,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'sounds' indicates a sense of doubt or skepticism, expressing what is imagined or hypothetical.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'sounds' expresses doubt and suggests that the situation is imagined or hypothetical, fitting the definition of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'sounds' expresses doubt and suggests that the sweetness and light coming from Pyongyang may not be true, making it hypothetical or possible.""
}",['subjunctive'],1,['subjunctive']
4395,[16],"The problem is in making a lobby of this tendency: a lobby of misers, a lobby of politicians, a lobby of masons, so many lobbies.",Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'making a lobby of this tendency' expresses a hypothetical or possible situation, fitting the definition of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'is in making', 'so many lobbies' expresses a hypothetical or possible situation, fitting the definition of subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The example uses the indicative mood to express a simple statement of fact or opinion about the tendency of making different types of lobbies.""
}",['indicative'],False,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'making' and 'so many lobbies' expresses a hypothetical or possible situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The sentence expresses a sense of frustration and exasperation, indicating strong emotion, which aligns with the definition of an exclamatory mood.""
}",['exclamatory'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'making' and 'so many lobbies' expresses a hypothetical or possible situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],0,['subjunctive']
4430,[16],You really don't need to know anything.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it is a directive or command.""
}",['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The statement 'You really don't need to know anything.' contains an imperative mood, as it is giving a command or directive to the listener.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a command or directive.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it gives a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it is giving a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it is giving a command or directive.""
}",['imperative'],1,['imperative']
4478,[17],Then he suggests that healing and reconciliation will only come if we take a hard look at our own flaws….,Mood,['indicative'],['indicative'],['indicative'],True,"['imperative', 'indicative']","{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'suggests' indicates a mood of verbs expressing what is imagined or hypothetical, suggesting the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'suggests' expresses a hypothetical or possible scenario, fitting the definition of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of the verb 'suggests' indicates a mood of verbs expressing what is imagined or hypothetical, suggesting the use of the subjunctive mood.""
}",['subjunctive'],True,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'suggests' indicates a mood of verbs expressing what is imagined or hypothetical, making it subjunctive.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'suggests' indicates a mood of verbs expressing what is imagined or hypothetical, making it subjunctive.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'suggests' indicates a mood of verbs expressing what is imagined or hypothetical, making it subjunctive.""
}",['subjunctive'],1,['subjunctive']
4484,[ 9 17],Sen. Bob Corker is another summertime soldier calling on colleagues to stand and fight Trump while he retires to Tennessee.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The statement contains an imperative mood with the use of the verb 'stand and fight' as a directive or command.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood as it issues a command or directive for Sen. Bob Corker to 'stand and fight Trump'.""
}",['imperative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'calling on' and 'while he retires' expresses a hypothetical situation, suggesting a recommendation or suggestion.""
}",['subjunctive'],False,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it includes a directive or command to 'stand and fight Trump'.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it includes a directive or command to 'stand and fight Trump'.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it includes a directive or command to 'stand and fight Trump'.""
}",['imperative'],1,['imperative']
4932,[],Here’s a link for ya to do just that.,Mood,['indicative'],['indicative'],['indicative'],True,['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The example text contains an imperative mood as it includes a command or directive, urging someone to take a specific action.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a directive or command, as it urges Theresa May to focus on a specific issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it includes a directive or command to the recipient.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a directive or command to focus on a specific issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a directive or command, as it urges Theresa May to focus on a specific issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains a directive or command, as it urges Theresa May to focus on a specific issue.""
}",['imperative'],1,['imperative']
5272,[],"We will be demanding the opportunity to present testimony to the committee and will likewise be demanding that Judge and others be subpoenaed to testify,” Avenatti wrote on Twitter.",Mood,['indicative'],['indicative'],['indicative'],True,"['imperative', 'indicative']","{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The sentence contains a directive or command, as the speaker is demanding the opportunity to present testimony to the committee and that Judge and others be subpoenaed to testify.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it includes the use of the word 'demanding' to convey a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains the imperative mood as it expresses a demand for the opportunity to present testimony and for Judge and others to be subpoenaed to testify.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains the use of imperative mood with the word 'demanding' which expresses a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains the use of imperative mood with the word 'demanding' which expresses a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains the use of the imperative mood with the word 'demanding' to express a command or directive.""
}",['imperative'],1,['imperative']
5438,[],I wanted them to know that I listened.”,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive"", ""indicative""],
  ""Explanation"": ""The expression 'I wanted' implies a hypothetical or desired situation, which aligns with the subjunctive mood. Additionally, the verb 'listened' is in the past tense, expressing a statement of fact or opinion, fitting the indicative mood.""
}","['subjunctive', 'indicative']","{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'wanted' indicates a desire or wish, suggesting the hypothetical or possible nature of the action.""
}",['subjunctive'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood as it expresses a command or directive.""
}",['imperative'],False,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it expresses a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it expresses a command or directive.""
}",['imperative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'wanted' and 'to know' indicates a hypothetical or imagined situation, expressing a desire or intention.""
}",['subjunctive'],0,['imperative']
5582,[],"©2018 The Atlanta Journal-Constitution (Atlanta, Ga.), Distributed by Tribune Content Agency, LLC.",Mood,['indicative'],['indicative'],['indicative'],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any mood properties as it is a copyright and distribution information."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""There is no use of any specific Mood properties in the example text.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""There are no instances of mood properties present in the example text.""
}",[],True,"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any of the listed properties of Mood."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any mood properties as it is a copyright notice and distribution information.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any instances of mood properties such as indicative, subjunctive, exclamatory, interrogative, imperative, or optative."" 
}",[],0,[]
6331,[],It is impossible to do all this without God’s assistance.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'impossible' and 'without' suggests a hypothetical or possible situation, indicating the use of subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical or possible situation, indicating a need for God's assistance.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'impossible' and 'without God’s assistance' expresses a hypothetical or imagined situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],True,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical or imagined situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'impossible' and 'without' indicates a hypothetical or impossible situation, suggesting the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical or possible situation, indicating a need for assistance from God.""
}",['subjunctive'],1,['subjunctive']
7758,[],Article posted with permission from Robert Spencer,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The text expresses a simple statement of fact or opinion, without expressing hypotheticals, suggestions, emotions, commands, wishes, or doubts.""
}",['indicative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The article includes an imperative sentence: '@Theresa_May, dont focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.' This sentence gives a directive or command.""
}",['imperative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The text expresses a simple statement of fact or opinion about the article being posted with permission from Robert Spencer.""
}",['indicative'],False,"{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text contains indicative mood as it expresses a simple statement of fact or opinion. It also contains imperative mood as it includes a directive or command.""
}","['indicative', 'imperative']","{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it includes a directive or command ('dont focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom').""
}",['imperative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The text contains a simple statement of fact or opinion, without expressing hypotheticals, commands, wishes, or questions.""
}",['indicative'],0,"['indicative', 'imperative']"
8482,[],Completing this poll grants you access to Freedom Outpost updates free of charge.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is directing the reader to complete the poll.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The example text contains the imperative mood as it is making a directive or command to the reader to complete the poll in order to access updates from Freedom Outpost for free.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it is directing the reader to complete the poll by using the word 'completing,' which indicates a command or directive.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative statement, as it is directing the reader to take a specific action (completing the poll to gain access to updates).""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a directive or command to the reader to complete the poll in order to gain access to updates.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a directive or command to the reader to complete the poll in order to gain access to updates.""
}",['imperative'],1,['imperative']
10086,[],"The region is an area NASA would also like to visit, preferably with a robot that would bring souvenir rock home to Earth for scientists to analyze directly in the laboratory.",Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'would' expresses a hypothetical or possible action, indicating the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'would' indicates a verb expressing what is imagined or hypothetical, fitting the definition of subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'would' indicates a hypothetical or possible scenario, expressing the idea of what NASA would like to do.""
}",['subjunctive'],True,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'would' indicates a hypothetical or possible action, making it subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'would' indicates a hypothetical or possible action, making it an example of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'would' indicates a hypothetical or possible action, fitting the definition of the subjunctive mood.""
}",['subjunctive'],1,['subjunctive']
10448,[],Anybody?,Mood,['interrogative'],['interrogative'],['interrogative'],True,['interrogative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative statement, as it includes a command or directive to someone.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it includes a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it issues a directive or command to Theresa May.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a command or directive, specifically addressing someone to focus on a particular issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The use of 'Anybody?' is an imperative form, as it is a command or directive asking for someone to respond.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a command or directive, specifically addressing someone with the phrase 'dont focus on me'.""
}",['imperative'],1,['imperative']
10828,[],"Ex-Speaker Boehner should probably re-check the old party's pulse, for the Bush-Boehner GOP may not just be napping.",Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of a fact or opinion about the state of the old party's pulse and the Bush-Boehner GOP.""
}",['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'should' and 'may' express a hypothetical or possible situation, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'should probably' and 'may' indicates a sense of hypothetical or possibility, fitting the definition of the subjunctive mood.""
}",['subjunctive'],False,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'should probably' and 'may not' indicates a hypothetical or possible situation, suggesting a subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'should probably' and 'may not' express hypothetical or possible situations, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'should' and 'may' indicates a hypothetical or possible situation, fitting the definition of the subjunctive mood.""
}",['subjunctive'],1,['subjunctive']
11668,[],Judge Kavanaugh is being subjected to charges of a criminal nature that could not only deprive him of a seat on the Supreme Court for which he is otherwise eminently qualified.,Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical situation regarding Judge Kavanaugh's potential deprivation of a Supreme Court seat.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'could' expresses a hypothetical or possible outcome, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'could' indicates a hypothetical or possible outcome, suggesting that the statement is expressing what is imagined or hypothetical.""
}",['subjunctive'],True,"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'could' expresses a hypothetical or possible outcome, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The sentence expresses a hypothetical or possible situation, as it discusses charges that could deprive Judge Kavanaugh of a seat on the Supreme Court.""
}",['subjunctive'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'could' expresses a hypothetical or possible outcome, indicating the use of the subjunctive mood.""
}",['subjunctive'],1,['subjunctive']
11737,[],"But May’s growth was less than that in April and March, possibly an emerging trend.",Mood,['indicative'],['indicative'],['indicative'],True,['indicative'],"{
  ""Properties"": [""subjunctive""],
  ""Explanation"": ""The use of 'possibly' suggests a hypothetical or possible scenario, indicating the use of the subjunctive mood.""
}",['subjunctive'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The text is expressing a simple statement of fact about May's growth being less than that in April and March, indicating the use of the indicative mood.""
}",['indicative'],"{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The use of 'was' denotes the indicative mood, as it expresses a simple statement of fact. The use of 'possibly' suggests a hypothetical or possible scenario, indicating the subjunctive mood.""
}","['indicative', 'subjunctive']",False,"{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The sentence uses the indicative mood to express a simple statement of fact ('May’s growth was less than that in April and March') and the subjunctive mood to express what is possible or hypothetical ('possibly an emerging trend').""
}","['indicative', 'subjunctive']","{
  ""Properties"": [""indicative"", ""subjunctive""],
  ""Explanation"": ""The sentence uses the indicative mood to express a simple statement of fact about May's growth, and the subjunctive mood to express a hypothetical or possible emerging trend.""
}","['indicative', 'subjunctive']","{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact about May's growth being less than that in April and March, indicating the use of the indicative mood.""
}",['indicative'],0,"['indicative', 'subjunctive']"
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Mood,['indicative'],['indicative'],['indicative'],True,[],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' contains an exclamatory expression of strong emotion or awe.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' is an exclamatory expression as it conveys strong emotion or awe.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' is an exclamatory statement expressing strong emotion about the subject matter of the painting.""
}",['exclamatory'],True,"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' is an exclamatory statement expressing strong emotion.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' is exclamatory in nature, expressing strong emotion and awe.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' is exclamatory as it expresses strong emotion or awe.""
}",['exclamatory'],1,['exclamatory']
