sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,
4372,[15],Hereâ€™s my translation:,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The example text contains both subordinate clauses, indicated by the use of subordinating conjunctions like 'if' and 'when', and adjective clauses, with the use of 'who' and 'that' for relative clauses.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The example text contains a subordinate clause, as it uses the subordinating conjunction 'while' to suggest a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the conjunction 'while' suggesting a causal relationship.""
}",['subordinate'],FALSE,"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains subordinate clauses with subordinating conjunctions like 'as' and 'while', as well as adjective clauses using 'who' and 'that'.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains subordinate clauses with subordinating conjunctions like 'while' and 'as', as well as adjective clauses using 'who' and 'that'.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains subordinate clauses with subordinating conjunctions like 'as' and 'that', as well as adjective clauses using 'who' and 'that'.""
}","['subordinate', 'adjective']",1,"['subordinate', 'adjective']",,,,,
4378,[16],"The Sun is getting cooler and dimmer, but scientists arenâ€™t worried",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The presence of 'but' introduces a comparative clause, indicating a contrast between the Sun getting cooler and dimmer and scientists not being worried.""
}",['comparitive'],"{
  ""Properties"": [""none""],
  ""Explanation"": ""The example text does not contain any modifying clauses."" 
}",['none'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using 'but' to contrast the Sun getting cooler and dimmer.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'but' suggests a causal connection between the two clauses, indicating a contrast between the Sun getting cooler and dimmer and scientists not being worried.""
}",['subordinate'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'but' suggests a comparative relationship between the two clauses, indicating a contrast in the trend of the Sun getting cooler and dimmer, and scientists not being worried.""
}",['comparitive'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'but' suggests a causal connection between the two clauses, indicating that the cooling and dimming of the Sun is not a cause for concern for scientists.""
}",['subordinate'],0,['subordinate'],,,,,
4386,[16],The burst of sweetness and light coming from Pyongyang just sounds too good to be true.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'too...to be' to compare the sweetness and light coming from Pyongyang to the speaker's skepticism.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'too good to be true' uses the comparative conjunction 'too...to'. It compares the sweetness and light from Pyongyang to an extreme ideal.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'too...to' to compare the burst of sweetness and light from Pyongyang to something that is too good to be true.""
}",['comparitive'],TRUE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'too...to', indicating a comparison between the burst of sweetness and light coming from Pyongyang and the speaker's skepticism.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'too...to', indicating a comparison between the burst of sweetness and light coming from Pyongyang and the idea of being too good to be true.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'too...to', indicating a comparison between the burst of sweetness and light from Pyongyang and the idea of being too good to be true.""
}",['comparitive'],1,['comparitive'],,,,,
4417,[16],The time for â€œprudenceâ€ is long past.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a modifying adjective clause 'for â€œprudenceâ€' which incorporates detail and modifies the noun 'time'.""
}",['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence includes a comparitive clause using the conjunction 'than' (as in 'long past than')."" 
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The use of the comparative conjunction 'as' ('as long past') indicates a comparative relationship between two points in time.""
}",['comparative'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as'. The comparison is made between the current time and the past, indicating that the time for prudence is now overdue.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as'.""
}",['comparitive'],1,['comparitive'],,,,,
4427,[16],It is over.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The example contains a subordinate clause that suggests a sense of closure or finality.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The example contains a subordinate clause suggesting a causal connection, indicating that some event is completed or finished.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The statement 'It is over' suggests a causal connection and could potentially lead to further elaboration or explanation, such as 'It is over, because...'""
}",['subordinate'],TRUE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The statement 'It is over' does not contain any modifying clauses."" 
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The statement 'It is over' does not contain any modifying clauses, but it could be interpreted as a standalone subordinate clause suggesting a finality or causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The statement 'It is over' does not contain any modifying clauses."" 
}",['subordinate'],1,['subordinate'],,,,,
4431,[16],â€œI had no way to see into his mind.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'I had no way to see into his mind' contains a relative clause using 'to see into his mind' to provide additional detail about 'way.'""
}",['adjective'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'to see into his mind' functions as a noun, expressing the action or concept of seeing into someone's mind.""
}",['noun'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains an adjective clause 'to see into his mind' using the relative pronoun 'to see into his mind', which provides additional information about the noun phrase 'no way'.""
}",['adjective'],FALSE,"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to see into his mind' using the relative pronoun 'to see into his mind.'""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to see into his mind' using the relative pronoun 'to see into his mind'.""
}",['adjective'],1,['adjective'],,,,,
4434,[ 8 16],No more games.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The statement 'No more games' implies a conditional clause using the conjunction 'if', as in 'If there are no more games'.""
}",['conditional'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The phrase 'No more games' contains a comparative clause using the adjective 'more' to compare the current situation to previous instances of playing games or engaging in deceptive behavior.""
}",['comparative'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The statement 'No more games' contains an adjective clause, 'more games', using the relative pronoun 'that'. This clause is functioning as the object of the verb 'no' and is modifying the noun 'games'.""
}",['adjective'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The statement 'No more games' can be interpreted as a conditional clause, suggesting a consequence if the condition is not met.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The statement 'No more games' can be interpreted as a conditional clause, suggesting a consequence if a certain condition is not met.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The statement 'No more games' can be interpreted as a conditional clause, implying a consequence if the condition is not met.""
}",['conditional'],1,['conditional'],,,,,
4439,[17],Two guys on my ship did the same thing and werenâ€™t treated as criminals.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The presence of the comparative clause 'as criminals' suggests a comparison between the treatment of the speaker and the treatment of the two guys on the ship.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as'.""
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The presence of the comparative phrase 'as criminals' indicates a comparative clause in the sentence.""
}",['comparative'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'as' in the comparative clause 'werenâ€™t treated as criminals' indicates a comparison between the treatment of the speaker and the treatment of the two other individuals on the ship.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as' to compare the treatment of the speaker with the treatment of two other individuals.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as'. It compares the treatment of the speaker with the treatment of two other individuals on the ship.""
}",['comparitive'],1,['comparitive'],,,,,
4440,[17],Once again the media are blaming the messenger instead of dealing with Islamic violence.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The use of 'instead of' introduces a comparative clause, comparing the action of blaming the messenger to the action of dealing with Islamic violence.""
}",['comparative'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'instead of', comparing how the media are blaming the messenger as opposed to dealing with Islamic violence.""
}",['comparative'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'if...then' is indicated by the use of 'instead of' in the sentence, suggesting a conditional relationship between blaming the messenger and dealing with Islamic violence.""
}",['conditional'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'if' ('if we don't call out hate speech, we perpetuate it').""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The conditional clause 'if' is used to present a hypothetical condition: 'if the media are blaming the messenger instead of dealing with Islamic violence.'""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause with 'if', suggesting a hypothetical situation: 'if the media are blaming the messenger instead of dealing with Islamic violence.'""
}",['conditional'],1,['conditional'],,,,,
4448,[17],"@Theresa_May, donâ€™t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",Modifying_clauses,['adjective'],['adjective'],['adjective'],TRUE,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The clause 'that is taking place within the United Kingdom' suggests a causal connection with the main clause, making it a subordinate clause.""
}",['subordinate'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'than' in the phrase 'focus on me, focus on the destructive Radical Islamic Terrorism' creates a comparative clause.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The text contains a comparative modifying clause using the conjunction 'than'. In this case, 'as...taking place within the United Kingdom' compares the level of focus on the speaker ('me') with the focus on 'the destructive Radical Islamic Terrorism'.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The tweet contains a conditional clause starting with 'if' ('if we don't call out hate speech, we perpetuate it').""
}",['conditional'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The tweet contains a comparative clause using the conjunction 'than' to compare the focus on the speaker with the focus on Radical Islamic Terrorism.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'than' (taking place within the United Kingdom).""
}",['comparitive'],0,['comparitive'],,,,,
4457,[17],"The enemy to great power is not the likes of the Taliban, it is us.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause with the use of 'not...but' construction, indicating a comparison between two entities.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'not the likes of' creates a comparative clause, comparing 'the enemy' to 'us'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using 'not...but' construction to compare 'the likes of the Taliban' to 'us'. The conjunction 'not...but' indicates a comparison between two opposing ideas.""
}",['comparitive'],TRUE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'not...but' to compare 'the likes of the Taliban' with 'us'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using 'not...but' construction to compare 'the likes of the Taliban' with 'us'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using 'not...but' construction to compare 'the likes of the Taliban' with 'us'.""
}",['comparitive'],1,['comparitive'],,,,,
4484,[ 9 17],Sen. Bob Corker is another summertime soldier calling on colleagues to stand and fight Trump while he retires to Tennessee.,Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],TRUE,['adjective'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The comparative clause 'while he retires to Tennessee' compares the actions of Sen. Bob Corker with the action of retiring to Tennessee.""
}",['comparative'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The example contains a comparative clause using the conjunction 'while'. The clause compares Sen. Bob Corker's actions to those of others.""
}",['comparative'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while he retires to Tennessee' uses the comparative conjunction 'while'.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while he retires to Tennessee' uses the comparative conjunction 'while' to show the contrast between Sen. Bob Corker calling on colleagues to stand and fight Trump and his retirement to Tennessee.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'while' to compare Sen. Bob Corker's actions with those of Trump.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while he retires to Tennessee' is a comparative clause using the conjunction 'while'. It compares Sen. Bob Corker's actions to those of a summertime soldier.""
}",['comparitive'],1,['comparitive'],,,,,
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'in His Blood and continually revives her with His Spirit' using the relative pronoun 'who' to provide additional details about 'her'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'who just came in' acts as a relative clause modifying the noun 'man.' It provides additional information about the noun.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'in His Blood' modifying the pronoun 'her', which is an example of an adjective clause.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""]
}

 	",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'who just came in' is a relative clause using the relative pronoun 'who'. It provides additional information about the noun 'man'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'who just came in' is a relative clause using the relative pronoun 'who'. It provides additional information about the noun 'man'.""
}",['adjective'],1,['adjective'],,,,,
4932,[],Hereâ€™s a link for ya to do just that.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate"", ""comparitive""],
  ""Explanation"": ""The text contains subordinate clauses with subordinating conjunctions like 'while' and comparative clauses using the conjunction 'as'.""
}","['subordinate', 'comparitive']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The example text contains a subordinate clause with the subordinating conjunction 'while', which suggests a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains subordinate clauses that suggest a causal connection with the use of subordinating conjunctions like 'as' and 'while'. It also contains adjective clauses using 'who' to provide additional information about people.""
}","['subordinate', 'adjective']",FALSE,"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'as' ('as close to Saigon as Balimore is to Washington') and an adjective clause with the relative pronoun 'who' ('Some of these are as close to Saigon as Balimore is to Washington').""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The example text contains a subordinate clause with the subordinating conjunction 'while'.""
}",['subordinate'],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains subordinate clauses with subordinating conjunctions like 'as' and 'while', as well as adjective clauses using 'who' and 'that'.""
}","['subordinate', 'adjective']",0,"['subordinate', 'adjective']",,,,,
5024,[],The two cities are home to a combined 12 million people.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that are home to a combined 12 million people,' which modifies the noun 'cities'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative adjective clause 'that are home to a combined 12 million people'. This clause provides additional information about the two cities.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'who are poor' that provides additional detail about the 'many people' in the sentence.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that are home to a combined 12 million people' modifying the noun 'cities'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that are home to a combined 12 million people' is a relative clause using the relative pronoun 'that'. It provides additional detail about the two cities.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that are home to a combined 12 million people' modifying the noun 'cities'.""
}",['adjective'],1,['adjective'],,,,,
5208,[],"â€œAt this time, we have not had cooperation from attorneys representing other clients, and they have made no attempt to substantiate their claims.â€",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'we have not had cooperation from attorneys representing other clients' which suggests a causal connection with the main clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('At this time') that suggests a temporal relationship and sets the context for the main clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'and'. It suggests a causal connection between the lack of cooperation and the failure to substantiate claims.""
}",['subordinate'],TRUE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'we have not had cooperation from attorneys representing other clients' which suggests a causal connection between the lack of cooperation and the lack of attempt to substantiate claims.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'we have not had cooperation from attorneys representing other clients' which suggests a causal connection between the lack of cooperation and the lack of attempt to substantiate claims.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'we have not had cooperation from attorneys representing other clients' which suggests a causal connection with the main clause.""
}",['subordinate'],1,['subordinate'],,,,,
5223,[],Roughly speaking there is a 4-to-4 liberal to conservative ideological split on the court.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence includes a comparative clause ('to-4') that indicates a comparison between the number of liberal and conservative justices on the court.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the word 'to' to compare the liberal and conservative ideological split on the court.""
}",['comparitive'],"{
  ""Properties"": [""comparitive"", ""adjective""],
  ""Explanation"": ""The sentence contains a comparative clause ('to-4 liberal to conservative') and an adjective clause ('roughly speaking').""
}","['comparitive', 'adjective']",FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'to'. It compares the liberal to conservative ideological split on the court.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'to' to compare the liberal and conservative ideological split on the court.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'to'.""
}",['comparitive'],1,['comparitive'],,,,,
5272,[],"We will be demanding the opportunity to present testimony to the committee and will likewise be demanding that Judge and others be subpoenaed to testify,â€ Avenatti wrote on Twitter.",Modifying_clauses,['noun'],['noun'],['noun'],TRUE,"['noun', 'subordinate']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'that' suggests a causal connection, indicating that Avenatti is demanding the opportunity to present testimony because he will also be demanding that Judge and others be subpoenaed to testify.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that Judge and others be subpoenaed to testify.' It suggests a causal connection and uses the subordinating conjunction 'that'.""
}",['subordinate'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence includes a conditional clause 'if we don't call out hate speech.'""
}",['conditional'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if', as in 'if Judge and others be subpoenaed to testify'.""
}",['conditional'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that Judge and others be subpoenaed to testify,' which suggests a causal connection between the demands for presenting testimony and the subpoena of Judge and others.""
}",['subordinate'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if' (if Judge and others be subpoenaed to testify).""
}",['conditional'],0,['conditional'],,,,,
5285,[],"https://t.co/zHBz4gKpkf â€” Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The tweet contains a noun clause 'Donald Trump Jr.' which is used to cite the source of the shared content.""
}",['noun'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The given text does not contain any modifying clauses such as conditional, comparitive, adjective or noun clauses. However, it contains a tweet link, which does not include any modifying clauses. Therefore, the only relevant property is the subordinate clause for indicating a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The tweet does not contain any modifying clauses that suggest causal connections, conditional situations, comparisons, or noun clauses. However, it does contain an adjective modifying clause using '(@DonaldJTrumpJr.)' to provide additional information about the source of the linked content.""
}",['adjective'],FALSE,"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The tweet contains a noun clause 'Donald Trump Jr.' without any subordinating conjunctions, conditionals, comparatives, or adjectives. It is used for indirect speech, as it is a link to a tweet made by Donald Trump Jr.""
}",['noun'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The tweet contains a subordinate clause with the subordinating conjunction 'when' indicating a time relationship: 'July 5, 2018'.""
}",['subordinate'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The tweet contains a relative clause using 'who' in the phrase 'Donald Trump Jr. (@DonaldJTrumpJr)'. This is an example of an adjective modifying clause.""
}",['adjective'],0,['noun'],,,,,
5383,[],Jeff begins the interview by making clear his belief that there were multiple active shooters targeting different places in Las Vegas on the night of the attack.,Modifying_clauses,['noun'],['noun'],['noun'],TRUE,['noun'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that there were multiple active shooters targeting different places in Las Vegas on the night of the attack' is a relative clause using 'that' to provide additional detail about Jeff's belief.""
}",['adjective'],"{
  ""Properties"": [""subordinate"", ""comparative""],
  ""Explanation"": ""The sentence contains a subordinate clause ('by making clear his belief that there were...') which suggests a causal connection, and a comparative clause ('that there were multiple active shooters targeting different places in Las Vegas on the night of the attack') that compares the belief to a specific situation.""
}","['subordinate', 'comparative']","{
    ""Properties"": [""adjective""],
    ""Explanation"": ""The clause 'that there were multiple active shooters targeting different places in Las Vegas on the night of the attack' is a relative clause modifying the noun 'belief'. It provides additional detail about the belief held by Jeff.""
}",['adjective'],FALSE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The clause 'by making clear his belief that there were multiple active shooters targeting different places in Las Vegas on the night of the attack' suggests a causal connection and is introduced by the subordinating conjunction 'by'.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'that' introduces a subordinate clause, suggesting a causal connection between Jeff's belief and the multiple active shooters targeting different places in Las Vegas.""
}",['subordinate'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that there were multiple active shooters targeting different places in Las Vegas' using the relative pronoun 'that'. This clause provides additional detail about Jeff's belief.""
}",['adjective'],0,['subordinate'],,,,,
6125,[],They know that.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The presence of the relative pronoun 'that' indicates a noun clause, as it functions as the direct object of the verb 'know'. The clause 'that' serves as the object of the verb 'know'.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The presence of 'that' indicates that the clause serves as a noun, possibly used for indirect speech or incorporating detail.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The phrase 'that' introduces a noun clause indicating indirect speech or paraphrasing.""
}",['noun'],TRUE,"{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that' used for indirect speech, indicating that someone knows something.""
}","['subordinate', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'that' is used to incorporate detail or indirect speech, making it a noun clause.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that' used for indirect speech or paraphrasing.""
}",['noun'],0,['noun'],,,,,
6215,[],"The new nominees of bishops and many auxiliary bishops are, approximately, communist, Marxist, and socialist.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'approximately, communist, Marxist, and socialist' uses a comparative conjunction 'and' to compare the qualities of the new nominees of bishops and auxiliary bishops.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause with the use of 'than' to compare the new nominees to communist, Marxist, and socialist ideologies.""
}",['comparitive'],"{
  ""Properties"": [""comparitive"", ""adjective""]
}
  
  ","['comparitive', 'adjective']",FALSE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'communist, Marxist, and socialist' functions as an adjective modifying the nouns 'nominees' and 'bishops'. It provides additional detail about the nature of the nominees and bishops.""
}",['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'and' to compare the new nominees of bishops with communist, Marxist, and socialist ideologies.""
}",['comparitive'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'who are' followed by adjectives 'communist, Marxist, and socialist' to provide additional detail about the nominees of bishops and auxiliary bishops.""
}",['adjective'],0,['adjective'],,,,,
