sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,property_FT_gpt3.5,res_FT_gpt3.5_0.0_V3_2,property_FT_gpt3.5_0.0_V3_2
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is asking for an opinion."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is not a statement about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is a straightforward question without any reference to actions or events.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""Aspect properties are not applicable in this context as the question is about a subjective opinion and not about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is a question about opinion and not a statement about an action.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is a question seeking an opinion and does not describe any actions or events.""
}",[],0,[],1,0,do questions not hve an aspect?,['simple'],progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'Whom do you consider to be the most corrupt Democrat Politician?' does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' followed by the present participle of a verb, indicating an ongoing, habitual, or incomplete action. In the given sentence, there is no such construction; it is a question in the simple present tense, asking for an opinion or judgment about a person's level of corruption, without any indication of ongoing action.""}",[]
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is asking for an opinion."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is not a statement about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is a straightforward question without any reference to actions or events.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""Aspect properties are not applicable in this context as the question is about a subjective opinion and not about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is a question about opinion and not a statement about an action.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is a question seeking an opinion and does not describe any actions or events.""
}",[],0,[],1,0,do questions not hve an aspect?,['simple'],perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'Whom do you consider to be the most corrupt Democrat Politician?' does not utilize the perfect progressive aspect. The perfect progressive aspect is formed by using the auxiliary verb 'have' (in its various forms) followed by 'been' and the present participle of the main verb, indicating a continuous action that started in the past and is still ongoing or has just been completed. In the provided sentence, there is no auxiliary verb 'have' or 'been' followed by a present participle, so it does not express the perfect progressive aspect.""}",[]
10448,[],Anybody?,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example text 'Rover eats bones.' uses the simple aspect to express a simple fact, while 'Rover is eating a bone.' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['simple'],1,0,this should be an empty list,[],simple,"{""Answer"": ""yes"", ""Explanation"": ""The sentence 'Anybody?' does utilize the simple aspect. In this context, the simple aspect is used to express a general fact or a simple action without any indication of its duration, completion, or frequency. The verb 'eats' in the present simple tense and 'ate' in the past simple tense in the provided examples, as well as the verb 'eats' in the sentence 'Rover eats bones.' all fall under the category of the simple aspect, as does the sentence 'Anybody?' which indicates a simple action without any additional context or modification.""}",['simple']
10448,[],Anybody?,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example text 'Rover eats bones.' uses the simple aspect to express a simple fact, while 'Rover is eating a bone.' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['simple'],1,0,this should be an empty list,[],perfect,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'Anybody?' does not utilize the perfect aspect. The perfect aspect is characterized by the use of auxiliary verbs such as 'has' or 'have' followed by the past participle of a verb, indicating a completed action in relation to a specific time. The sentence 'Anybody?' is a simple interrogative sentence that does not contain any auxiliary verbs or past participles, and therefore does not express the perfect aspect.""}",[]
10448,[],Anybody?,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example text 'Rover eats bones.' uses the simple aspect to express a simple fact, while 'Rover is eating a bone.' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['simple'],1,0,this should be an empty list,[],progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'Anybody?' does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' (such as 'is,' 'am,' 'are') followed by the present participle of the main verb (the -ing form). In the sentence 'Anybody?' there is no form of 'to be' followed by a present participle, so it does not express an ongoing, habitual, or incomplete action, which are the hallmarks of the progressive aspect.""}",[]
10448,[],Anybody?,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example text 'Rover eats bones.' uses the simple aspect to express a simple fact, while 'Rover is eating a bone.' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['simple'],1,0,this should be an empty list,[],perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'Anybody?' does not utilize the perfect progressive aspect. The perfect progressive aspect is formed by the auxiliary verb 'has been' (or 'have been') followed by the present participle of the main verb, indicating a continuous action that started in the past and is still ongoing or has just been completed. The sentence 'Anybody?' does not contain any auxiliary verbs or participles that would indicate the perfect progressive aspect. It is a simple, standalone question without any indication of ongoing or completed continuous action.""}",[]
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],timeout,[],1,['progressive'],0,1,,['progressive'],simple,"{""Answer"": ""yes"", ""Explanation"": ""The sentence 'People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.' utilizes the simple aspect. The simple aspect is used to describe actions or states without focusing on their duration, completion, or repetition. In this case, the sentence describes a series of actions ('could be seen climbing') without delving into the specific duration or completion of the climbing. It simply states the action as a fact without additional complexity, which aligns with the use of the simple aspect.""}",['simple']
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],timeout,[],1,['progressive'],0,1,,['progressive'],perfect,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.' does not utilize the perfect aspect. The perfect aspect is used to indicate a completed action that has relevance to a particular point in time. In the given sentence, the verb 'could be seen climbing' is in the passive voice and the progressive aspect, indicating an ongoing action that was observed at a specific time in the past ('Tuesday afternoon'). There is no indication of a completed action that is relevant to that specific point in time, which is a characteristic of the perfect aspect.""}",[]
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],timeout,[],1,['progressive'],0,1,,['progressive'],progressive,"{""Answer"": ""yes"", ""Explanation"": ""The sentence 'People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana' utilizes the progressive aspect. The phrase 'could be seen climbing' is in the progressive form, indicating an ongoing action that was happening at a specific point in time. The use of 'be' as an auxiliary verb, along with the present participle 'climbing', signifies the continuous nature of the action, which is a key characteristic of the progressive aspect.""}",['progressive']
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],timeout,[],1,['progressive'],0,1,,['progressive'],perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.' does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb 'have been' (or 'has been' for singular subjects) followed by the present participle of the main verb. In the given sentence, the construction 'could be seen climbing' is in the modal passive form, indicating the passive voice with the modal verb 'could' and the main verb 'be seen' in the present participle 'climbing.' This construction does not express the combination of perfect (completed) and progressive (ongoing) aspects that characterize the perfect progressive tense.""}",[]
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text simply provides information about the painting without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement providing a fact about the painting.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement of fact, providing information about the title, artist, and year of a painting.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],simple,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'St. Francis in Ecstacy', Caravaggio, 1595' does not utilize the simple aspect. The simple aspect is used to express actions that are not continuous or ongoing, but rather a simple fact or a single event. The provided sentence is a title and an attribution, which does not convey an action or event in the way that the simple aspect would. It is a static label for a piece of art and its creator, not a statement about an action or event in time.""}",[]
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text simply provides information about the painting without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement providing a fact about the painting.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement of fact, providing information about the title, artist, and year of a painting.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],perfect,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'St. Francis in Ecstacy', Caravaggio, 1595' does not utilize the perfect aspect. The perfect aspect is formed with a form of the auxiliary verb 'have' (e.g., has, have, had) followed by the past participle of a main verb. In the given sentence, there is no auxiliary verb or past participle that would indicate the perfect aspect. Instead, the sentence appears to be a title and an attribution, likely for a painting by Caravaggio from 1595, and does not express the completion of an action in the way that the perfect aspect does.""}",[]
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text simply provides information about the painting without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement providing a fact about the painting.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement of fact, providing information about the title, artist, and year of a painting.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'St. Francis in Ecstacy', Caravaggio, 1595' does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' (such as 'is', 'am', 'are') followed by the present participle of a verb (ending in -ing). In the given sentence, there is no verb or verb phrase that follows the naming of the artwork 'St. Francis in Ecstacy' and the artist and year 'Caravaggio, 1595' to indicate an ongoing, habitual, or incomplete action. Therefore, it does not express the progressive aspect.""}",[]
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text simply provides information about the painting without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement providing a fact about the painting.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement of fact, providing information about the title, artist, and year of a painting.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'St. Francis in Ecstacy', Caravaggio, 1595' does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb 'has been' (or 'have been') followed by the present participle of the main verb, indicating a continuous action that started in the past and is still ongoing or has just been completed. The sentence in question is a title and an attribution, providing the name of an artwork and its creator along with the year of creation. It does not contain any auxiliary verbs or participles that would indicate a perfect progressive aspect.""}",[]
11936,[],America's Immigration Voice.,Aspect,,,,True,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about America's immigration voice without indicating any specific aspect of time or completion.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],simple,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'America's Immigration Voice' does not utilize the simple aspect. The simple aspect typically refers to actions that are not continuous or ongoing, but rather are single, completed events. In the provided sentence, 'America's Immigration Voice' is a noun phrase and does not express an action or event in the way that the simple aspect does. Instead, it appears to be a title or a label for an organization or a concept, and as such, it does not have a tense or aspect in the same way that a verb would.""}",[]
11936,[],America's Immigration Voice.,Aspect,,,,True,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about America's immigration voice without indicating any specific aspect of time or completion.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],perfect,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'America's Immigration Voice' does not utilize the perfect aspect. The perfect aspect is used to indicate a completed action that has relevance to the present or a specific point in time. The sentence provided is a noun phrase and does not contain a verb that would indicate any action, completed or otherwise. Therefore, it does not express any aspect, including the perfect aspect.""}",[]
11936,[],America's Immigration Voice.,Aspect,,,,True,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about America's immigration voice without indicating any specific aspect of time or completion.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'America's Immigration Voice' does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' (such as 'is,' 'am,' 'are') followed by the present participle of a verb (ending in '-ing'). In the given sentence, there is no verb or verb phrase that follows the form of 'to be' and the present participle, so it does not express an ongoing, habitual, or incomplete action, which are the hallmarks of the progressive aspect.""}",[]
11936,[],America's Immigration Voice.,Aspect,,,,True,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about America's immigration voice without indicating any specific aspect of time or completion.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'America's Immigration Voice' does not utilize the perfect progressive aspect. The perfect progressive aspect is formed by using the auxiliary verb 'has been' (or 'have been') followed by the present participle of the main verb. In the given sentence, there is no auxiliary verb or present participle that would indicate the perfect progressive aspect. Instead, the sentence appears to be a noun phrase, possibly the name of an organization or a title, and does not convey the idea of an ongoing action that has been happening up to a point in time.""}",[]
13573,[],I am not a fan of Donald Trump.,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement of opinion without conveying any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any aspect properties as it is a simple statement of opinion and does not describe any action or event.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing or completed action.""
}",['simple'],1,"{
  ""Properties"": [],
  ""Explanation"": ""The sentence does not contain any aspect properties as it simply expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the speaker's opinion of Donald Trump.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The sentence does not contain any aspect properties as it simply expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",[],1,[],1,0,Seems to be relying on the definition provided in a looser way,['simple'],simple,"{""Answer"": ""no"", ""Explanation"": ""The simple aspect in English is used to indicate actions or states without any indication of their duration, completion, or frequency. The sentence 'I am not a fan of Donald Trump' is in the present tense and is expressing a state of being or opinion ('not a fan') rather than a simple action. It does not fit the criteria of the simple aspect, which is typically used for actions or events that are not ongoing or continuous.""}",[]
