,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
165,3806,[11  8],"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'conducted' which shows that the subject (The Guardian) is performing the action.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'conducted' and a compound structure with 'conducted' and 'against' both acting on the subject 'The Guardian'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'conducted', indicating that the subject 'The Guardian' performed the action of conducting a vendetta against Julian Assange.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'conducted' which indicates an action performed by the subject 'The Guardian'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'conducted' which indicates an action performed by the subject 'The Guardian'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'conducted' which indicates an action performed by the subject 'The Guardian'.""
}",['active'],1
166,3808,[11  6],"The Guardian, which used to consider itself the most enlightened newspaper in the country, has probably been the worst.",Predication,"['stative', 'active']",['stative'],['stative'],False,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'has been' to describe the state of The Guardian as the worst.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence uses an active verb 'has probably been' to describe the action of The Guardian, which is the subject of the sentence.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'has probably been' which describes a state rather than an action.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'used to consider' which expresses a state of being or a condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'used to consider' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'used to consider' which expresses a state rather than an action.""
}",['stative'],1
167,3809,[12],The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist.,Predication,['stative'],"['stative', 'compound', 'active']",['active'],False,"['compound', 'active']","{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs, such as 'are', 'know', 'are', 'driving', 'aren’t', 'looking', 'want', and 'get'. These verbs show action or state of being performed by the subject.""
}",['active'],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs ('are', 'know', 'aren't') as well as compound verbs ('are', 'driving', 'want').""
}","['stative', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The example contains both active ('are', 'know', 'are looking') and stative ('are', 'want') verbs, indicating a combination of active and static states.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g., 'are', 'know', 'are looking') and stative verbs (e.g., 'want', 'get').""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'are', 'driving', 'looking', and 'want'. These verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g., 'are', 'know', 'are', 'driving', 'want') and stative verbs (e.g., 'looking', 'undermining', 'want').""
}","['active', 'stative']",0
168,3811,[ 9 12],"John Pilger — one of the few journalists to speak out on Julian Assange’s behalf, labels journalists who fail to stand in solidarity with Assange in exposing the behavior of the Establishment, “Vichy journalists — after the Vichy government that served ad enabled the German occupation of France.”",Predication,['active'],"['compound', 'active']",['active'],False,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (speak, stand, exposing) and also uses compound verbs (served, enabled).""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'speak out' and 'labels' which indicate the use of active voice in the predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'speak', 'labels', and 'exposing', all of which indicate action carried out by the subject.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'labels' which is used to describe the action of John Pilger in labeling journalists.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'speak out,' 'labels,' and 'fail to stand,' which indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'speak out', 'labels', and 'fail to stand', which indicate actions being performed by the subject.""
}",['active'],1
169,3814,[12],"It’s as if the U.S. Army stopped to interrogate every German soldier who crashed through the Ardennes Forest at the beginning of the Battle of the Bulge in 1944, to see if each one’s actions had anything to do with the German Army and Adolf Hitler’s war aims.",Predication,"['stative', 'active']","['stative', 'compound', 'active']",['active'],False,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text uses active verbs such as 'stopped', 'interrogate', 'crashed', 'see', and 'had', indicating the presence of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'stopped', 'interrogate', 'crashed', and 'see'. These verbs show actions performed by the U.S. Army and the German soldiers.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'stopped' and 'interrogate', which indicate action performed by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'stopped', 'interrogate', 'crashed', and 'see', indicating actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'stopped', 'interrogate', 'crashed', and 'see', as well as a compound verb 'had anything to do'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'stopped,' 'interrogate,' 'crashed,' and 'see,' indicating actions being performed by the subjects.""
}",['active'],0
170,3816,[12],"There is still no mosque or Islamic school in the United States that teaches young Muslims why they should reject the understanding of Islam taught by al-Qaeda, ISIS, and other jihad terror groups.",Predication,['stative'],"['stative', 'active']",['active'],False,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'there is still no mosque or Islamic school'. This indicates a state or condition of existence rather than an action, which is characteristic of stative verbs.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'teaches' as the main predicate, which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs ('teaches', 'reject') which indicate the subject performing the action.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'teaches' and 'reject', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'teaches' and 'reject', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'teaches' and 'reject', indicating actions performed by the subject.""
}",['active'],1
171,3817,[12],"Soros, for his part, compared Orban unfavourably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930's -- when Hungary was allied with Nazi Germany -- and was more oppressive than Cold War Soviet occupation.",Predication,"['stative', 'active']","['stative', 'compound', 'active']",['active'],False,"['compound', 'active']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('compared', 'saying') about one subject ('Soros').""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying' which indicate actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('compared' and 'saying') about the same subject ('Soros').""
}",['compound'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying', which indicate actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying' which indicate actions performed by the subject.""
}",['active'],1
172,3819,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Predication,"['stative', 'active']","['stative', 'compound', 'active']",['stative'],False,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'has written', 'urging', and 'has said', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', 'is condoning', and 'has said'. These verbs indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'has said', indicating action performed by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'has said', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'has said', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'has said', indicating actions performed by the subjects.""
}",['active'],1
173,3820,[ 1 12],"…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”, a senior Labour MP has said.",Predication,"['stative', 'active']","['stative', 'compound', 'active']",['active'],False,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs like 'has written', 'urging', and 'is condoning', which indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'is condoning', which indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The example contains active verbs such as 'has written', 'urging', 'issue' and 'is'. These verbs show action being performed by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'is condoning', which indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'is condoning', which indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'is'. These verbs indicate actions being performed by the subjects.""
}",['active'],1
174,3823,[12],"And since Trump’s Stalinist statements, there are at least 24 additional states that are currently considering passing “red flag” laws.",Predication,['stative'],"['stative', 'active']",['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are considering', which indicates ongoing action by the subject.""
}",['active'],"{
	""Properties"": [""active""],
	""Explanation"": ""The sentence contains an active verb 'are considering' indicating that the subject (24 additional states) is performing the action of considering passing 'red flag' laws.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are considering' which indicates an action being performed by the subject '24 additional states.'""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are considering', indicating that the subject (24 additional states) is performing the action of considering passing 'red flag' laws.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are considering' which indicates ongoing action by the subject '24 additional states'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are considering', indicating that the subject (24 additional states) is performing the action of considering passing 'red flag' laws.""
}",['active'],1
175,3824,[ 7 12],"This “I’m offended” or “his gun scares me” complaint is nothing but cover for little Nazis to try and deny another person their Natural, God-given liberty.",Predication,"['stative', 'active']","['stative', 'compound', 'active']",['active'],False,['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains compound verbs 'try and deny' about one subject 'little Nazis'.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains the active verb 'try' which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text uses active verbs such as 'is,' 'try,' and 'deny' to describe the actions of the 'little Nazis' in the complaint.""
}",['active'],False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs ('is', 'try', 'deny') and a stative verb ('scares').""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is', 'try', and 'deny' which indicate action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'try' and 'deny' which indicate action being performed by the subject.""
}",['active'],0
176,3827,[12],"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.",Predication,['stative'],['active'],['active'],False,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was suddenly transformed' indicating an action performed by the subject 'school'.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb 'was suddenly transformed' and 'harking back'. Both verbs are about the subject 'school'.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'transformed.'""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was transformed' which indicates an action performed by the subject 'school'.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was suddenly transformed' which indicates an action performed by the subject 'school'.""
}",['active'],0
177,3828,[12],There could be only one answer: communists.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'could be' indicating a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The statement contains an active verb 'could be', indicating action.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'could be' indicating a state of being or existence.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The statement contains a stative verb 'could be' which expresses a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The statement contains a stative verb 'could be' which expresses a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'could be' which expresses a state of being rather than an action.""
}",['stative'],1
178,3831,[ 9 12],I call them Vichy journalists — after the Vichy government that served and enabled the German occupation of wartime France.,Predication,['active'],"['compound', 'active']",['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which indicates action performed by the subject 'I'.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with two verbs 'served' and 'enabled' both referring to the subject 'Vichy journalists'.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which is used to express an action performed by the subject 'I'.""
}",['active'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'served' and 'enabled' both describing the action of the 'Vichy journalists'.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which indicates an action performed by the subject.""
}",['active'],0
179,3832,[12],"Soros, for his part, compared Orban unfavorably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930’s — when Hungary was allied with Nazi Germany — and was more oppressive than Cold War Soviet occupation.",Predication,"['stative', 'active']","['stative', 'compound', 'active']",['active'],False,"['compound', 'active']","{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'was' (past tense of 'is').""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('compared', 'saying') and a compound structure with multiple verbs about one subject (Soros).""
}","['active', 'compound']",False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('compared' and 'saying') about the same subject ('Soros').""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying' which indicate actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'compared' and 'saying', which indicate actions performed by the subject.""
}",['active'],0
180,3833,[ 9  8  8  5 12],"I never thought I’d see the day when a preening, Internet-created neo-Catholic doyenne such as Simcha Fisher, as notorious as Mark Shea for her crude and often unprintable invective against traditionalists, would unload on Pope Bergoglio with the following headline: “Does Francis know he sounds like an abuser?”",Predication,"['stative', 'active']",['active'],['active'],False,"['compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('see', 'created', 'unload') and a compound verb ('know', 'sounds').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'would unload' which signifies action and thus utilizes the active property of predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs, such as 'see', 'create', 'unload'. These verbs indicate actions performed by the subject.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'would unload' which indicates an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'see', 'created', 'unload', and 'sounds'. These verbs indicate actions performed by the subject, demonstrating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'would unload' which indicates an action being performed by the subject.""
}",['active'],1
181,3834,[12],They tell me that Pope Francis is sounding more and more like the men who abused them.,Predication,"['stative', 'active']","['stative', 'active']",['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'tell'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is sounding', directly attributing the action to the subject 'Pope Francis'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is sounding' which expresses an action performed by the subject 'Pope Francis'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is sounding' with the subject 'Pope Francis' performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'tell' and 'is sounding', indicating an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is sounding' which indicates an action performed by the subject 'Pope Francis'.""
}",['active'],1
182,3837,[12  9],Exactly what this “special need” is that can constitute a Gestapo like police state surveilling its own citizens is a moving target that has already been proven to be abused over and over again.,Predication,['stative'],"['stative', 'compound', 'active']",['active'],False,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' (constitute) indicating a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active ('is') and stative ('is') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative"", ""active""],
  ""Explanation"": ""The sentence contains stative verbs (is) and active verbs (constitute, surveilling) about the same subject.""
}","['stative', 'active']",False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' in the phrase 'is a moving target'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (constitute, surveilling) and stative verbs (is, has been).""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'constitute'.""
}",['active'],0
183,3840,[12],"It is not an insignificant quirk of modern history, and one that tells us much about the nature of the current pontificate, that houses of contemplatives are always attacked by secularist regimes, from Henry VIII to the Soviet Union.",Predication,['stative'],"['stative', 'active']",['stative'],False,"['stative', 'active']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'are attacked' and a stative verb 'is' in 'is not'.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'is not', indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative"", ""active""],
  ""Explanation"": ""The text includes both stative verbs (is) and active verbs (tells, are, attacked)""
}","['stative', 'active']",False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'is not an insignificant quirk'. This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are always attacked' which indicates an action being performed by the subject 'houses of contemplatives'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are always attacked' which indicates an action being performed by the subject 'houses of contemplatives'.""
}",['active'],0
184,3841,[12],It collaborates in the same way that the Vichy government in France collaborated with the Nazis.,Predication,['active'],['active'],['stative'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'collaborates' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'collaborates' indicating the action of collaborating.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'collaborates' and 'collaborated' describing the same subject, 'it'.""
}",['compound'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'collaborates' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'collaborates' which indicates an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'collaborates' which indicates an action being performed by the subject.""
}",['active'],1
185,3855,[13  8],"And then, and then as no doubt was expected, if not planned, came a long series of false last-minute smears designed to scare me and drive me out of the process before any hearing occurred.",Predication,"['stative', 'active']","['compound', 'active']",['active'],False,['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb 'came...designed' which involves multiple verbs (came, designed) about one subject.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains an active verb 'came' and a compound structure with 'came' and 'designed'.""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'came' and 'designed' both referring to the subject 'a long series of false last-minute smears.'""
}",['compound'],False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs (was expected, planned, came, designed, scare, drive) and a compound structure with multiple verbs about one subject (came, designed).""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'came' and 'designed', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb 'came' and 'designed', both referring to the subject 'a long series of false last-minute smears'.""
}",['compound'],0
186,3871,[13],"And it seems clear from the way it was done, and the way Francis treated Muller in general, that he was indeed got rid of.",Predication,"['stative', 'active']","['stative', 'active']",['stative'],False,"['stative', 'active']","{
  ""Properties"": [""passive""],
  ""Explanation"": ""The example contains a passive construction 'he was indeed got rid of' which indicates the use of passive voice.""
}",['passive'],"{
  ""Properties"": [""active"", ""compound""]
  ,
  ""Explanation"": ""The sentence contains an active verb 'was done' and a compound verb 'treated...was'.""
}","['active', 'compound']","{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive construction with the verb 'was got rid of'. This indicates the use of a passive property in predication.""
}",['passive'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was done' which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was done' indicating an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was done' which indicates an action performed by the subject.""
}",['active'],1
187,3886,[ 9  9 13],Peradventure there be fifty righteous within the city: wilt thou also destroy and not spare the place for the fifty righteous that are therein?,Predication,"['stative', 'active']","['stative', 'compound', 'active']","['stative', 'active']",False,"['compound', 'active']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs (be, destroy, spare) that denote action, as well as the stative verb 'are' which expresses a state of being.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'be' as in 'there be fifty righteous within the city'.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example contains a stative verb 'be' indicating a state of being.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'be' in the form of 'there be fifty righteous within the city'. This is a static state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'be' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'be' in the form of 'there be'. This indicates a state of existence rather than an action.""
}",['stative'],1
188,3895,[13],Impossible.,Predication,[],[],[],True,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text only contains a stative verb ('impossible'). There are no active or compound verbs present.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb expressing a static condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'impossible', which describes a state of being rather than an action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, indicating a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, as it describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, indicating a state of being rather than an action.""
}",['stative'],1
