sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],['simple']
10658,[],Assange’s crime is to have broken a silence.,Aspect,"['simple', 'perfect']",['simple'],['perfect'],['simple']
10828,[],"Ex-Speaker Boehner should probably re-check the old party's pulse, for the Bush-Boehner GOP may not just be napping.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
11157,[],"Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC!",Aspect,['simple'],['perfect'],"['simple', 'perfect']",['perfect']
11361,[],Email This field is for validation purposes and should be left unchanged.,Aspect,['simple'],['simple'],['simple'],[]
11544,[],As to matters of purely ecclesiastical law such as this one the Church has always allowed for departures from traditional practice in cases of emergency or grave necessity.,Aspect,['perfect'],['perfect'],['simple'],['simple']
11572,[],You also agree to this site's Privacy Policy and Terms of Use.,Aspect,['simple'],['simple'],['simple'],['simple']
11668,[],Judge Kavanaugh is being subjected to charges of a criminal nature that could not only deprive him of a seat on the Supreme Court for which he is otherwise eminently qualified.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive']
11737,[],"But May’s growth was less than that in April and March, possibly an emerging trend.",Aspect,['simple'],['simple'],['simple'],['simple']
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,
11877,[],"Today at Cape Canaveral, SpaceXlaunched a new sensor to the International Space Station named TSIS-1.",Aspect,,['simple'],['simple'],['simple']
11936,[],America's Immigration Voice.,Aspect,,,,
12042,[],"The remarks, made in a February 6 talk in Slovakia, indirectly respond to new initiatives coming from Germany, especially from Cardinal Reinhard Marx and Bishop Franz-Josef Bode.",Aspect,['simple'],['simple'],['simple'],['simple']
12244,[],"And the Pope is almost certain to ignore this heartfelt appeal, as he has ignored others who have respectfully questioned his departures from Catholic teaching.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
12371,[],The ever growing global list of Bishops and Cardinals that have preyed on /and or covered up the sexual abuse of minors and seminarians over the last 60 years continues to enrage the laity.,Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['progressive']
12467,[],"U.S. politics have indeed been coarsened, with Trump playing a lead role.",Aspect,['perfect'],"['progressive', 'perfect']","['progressive', 'perfect']",['simple']
12475,[],"For though unpleasant, it is not unfair to say that if there was one desire common to Bernie Sanders, Ted Cruz and Donald Trump voters, it was be rid of the regime resting on top of all of us.",Aspect,['simple'],['simple'],['simple'],['simple']
12626,[],It did what it is designed to do.,Aspect,['simple'],['simple'],['simple'],['simple']
12751,[],"To keep up everyone’s morale, the museum staff, while bombs were falling and they and their patrons were equally starving, continued to give tours and lectures, describing perfectly the artworks that had been removed.",Aspect,"['progressive', 'simple', 'perfect']","['progressive', 'perfect']",['simple'],['progressive']
12847,[],"He was formally indicted by a grand jury on Wednesday on 34 counts, including 17 counts of premeditated first-degree murder and 17 counts of attempted first-degree murder.",Aspect,['simple'],['simple'],['simple'],['simple']
12857,[],Florida law already mandates a three-day waiting period for the purchase of a handgun but a person as young as 18 can buy a rifle with no waiting period.,Aspect,['simple'],['simple'],['simple'],['simple']
12899,[],Yore called the example Pope Francis set in the way he handled the abuse information “extremely dangerous.”,Aspect,['simple'],['simple'],['simple'],['simple']
12935,[],"An organization that hands out the Emma Lazarus Award, named after a passionate Zionist, at its posh dinners is hosting attacks on the existence of Israel.",Aspect,"['progressive', 'simple']",['progressive'],['progressive'],['simple']
12977,[],And yet it’s inescapable.,Aspect,['simple'],['simple'],['simple'],['simple']
13007,[],"In a series of tweets on Thursday, President Trump said the right things.",Aspect,['simple'],['simple'],['simple'],['simple']
13196,[],"As we shall see, the document is what I’ve called above a “chopping block”.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
13197,[],"Vultum dei quaerere made it clear that this juridical document would provide a set of legal criteria by which a monastery can be considered viable, religious life worthy of life, so to speak, and that those considered to have failed the test would be closed.",Aspect,['simple'],['simple'],['simple'],['simple']
13225,[],"It is the Federation that now has the power to monitor for compliance with the rules, to report non-compliance to the Holy See, to make new foundations and, apparently, to “encourage” individual monasteries to “communicate” their goods.",Aspect,['simple'],['simple'],['simple'],"['simple', 'perfect']"
13483,[],"Before the sale, Paddock told him ""that he was going to go out to the desert and put on a light show"" with the ammunition -- that he was ""going to go out and shoot it at night with friends.""",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],"['progressive', 'simple']"
13573,[],I am not a fan of Donald Trump.,Aspect,['simple'],['simple'],['simple'],[]
13660,[],"It is to wonder what this man would make of a comment by the great Dom Paul Delatte, the second abbot of Solesmes and successor to the refounder, Dom Gueranger, who wrote in his commentary on the Rule of St. Benedict:",Aspect,['simple'],['simple'],['simple'],['simple']
14016,[],Other Hondurans are leaving the country to join the caravan of illegal immigrants attempting to illegally enter the United States against president Trump’s wishes.,Aspect,['progressive'],['progressive'],['progressive'],['progressive']
14038,[],And in Russia.,Aspect,,,,
14356,[],"The Justice Department, FBI and Office of the Director of National Intelligence are going through a methodical review and can’t offer a timeline for finishing, said the people, who weren’t authorized to speak publicly about the sensitive matter.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",['simple']
14484,[],"They noted Haig's LinkedIn page, which says he worked for Boeing in Mesa as a senior liaison engineer in their unmanned helicopter division from 2010 to 2013.",Aspect,['simple'],['simple'],['simple'],['simple']
14506,[],"When asked about the threats, Haig said, “I’ve had people screaming they want me to die through my front door.""",Aspect,"['simple', 'perfect']","['progressive', 'simple', 'perfect']","['simple', 'perfect']",['simple']
14878,[],"In 1953, the CIA was in the process of developing a top-secret manual on assassinations, one that showed that the CIA was specializing not only in the art of assassination but also in the art of covering up its role in state-sponsored assassinations.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive']
15168,[],"“If code is speech, the constitutional contradictions are evident,” Wilson explained to WIRED when he first launched the lawsuit in 2015.",Aspect,['simple'],['simple'],['simple'],['simple']
15233,[],"At first, Campos, a guard at the Mandalay Bay Resort and Casino, was hailed a hero for helping guide police to gunman Stephen Paddock’s room on the 32nd floor.",Aspect,['simple'],['simple'],['simple'],['simple']
